,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2020-07-25,0,1,2.25,1,0,4.0,3,1,1,0,2,3,1.25
1,2020-07-31,1,0,1.00,1,0,5.0,3,0,0,0,2,4,1.11
2,July,1,1,1.00,2,0,9.0,6,1,1,0,4,7,1.11
3,2020-08-05,1,0,0.60,1,0,6.0,3,0,0,0,0,1,0.87
4,2020-08-10,1,0,0.90,1,0,5.0,4,1,1,0,1,3,0.90
5,2020-08-16,1,0,1.42,1,0,5.1,3,2,2,2,1,3,0.87
6,2020-08-22,1,0,1.78,1,0,5.0,8,2,2,1,1,2,1.02
7,2020-08-29,0,1,3.12,1,0,4.1,12,6,6,0,2,1,1.30
8,August,4,1,3.86,5,0,25.2,30,11,11,3,5,10,1.36
9,2020-09-04,1,0,2.72,1,0,5.0,4,0,0,0,1,4,1.26
10,2020-09-08,0,1,3.61,1,0,2.2,2,5,5,0,2,2,1.28
11,2020-09-15,0,1,4.05,1,0,4.1,8,4,4,0,1,4,1.35
12,September,1,2,6.75,3,0,12.0,14,9,9,0,4,10,1.50
