,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-08-18,0,1,5.06,1,0,5.1,5,3,3,0,3,3,1.50
1,2021-08-23,0,0,4.09,1,0,5.2,5,2,2,1,0,5,1.18
2,2021-08-29,0,0,2.81,1,0,5.0,5,0,0,0,1,1,1.19
3,August,0,1,2.81,3,0,16.0,15,5,5,1,4,9,1.19
4,2021-09-04,0,1,4.12,1,0,3.2,9,4,4,3,0,3,1.42
5,2021-09-10,0,0,5.24,1,0,2.2,6,4,4,0,1,3,1.57
6,2021-09-16,1,0,4.94,1,0,5.0,6,2,2,1,2,3,1.57
7,2021-09-21,0,1,5.17,1,0,4.0,6,4,3,0,1,5,1.60
8,2021-09-26,0,0,4.71,1,0,5.0,3,1,1,0,1,1,1.49
9,September,1,2,6.20,5,0,20.1,30,15,14,4,5,15,1.72
10,2021-10-02,0,1,5.87,1,0,2.0,7,6,6,3,1,2,1.62
11,October,0,1,27.00,1,0,2.0,7,6,6,3,1,2,4.00
