,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2018-05-27,1,0,1.50,6.0,3,1,0,2,7,0.83
1,May,1,0,1.50,6.0,3,1,0,2,7,0.83
2,2018-06-01,1,0,0.64,8.0,7,0,0,0,2,0.86
3,2018-06-08,1,0,1.25,7.2,6,2,1,1,5,0.88
4,2018-06-14,0,1,2.67,5.1,11,5,1,4,1,1.26
5,2018-06-20,1,0,2.41,6.2,5,1,0,3,6,1.25
6,2018-06-26,0,0,3.68,3.0,8,6,0,3,1,1.45
7,June,3,1,4.11,30.2,37,14,2,11,15,1.57
8,2018-07-01,0,1,3.83,5.2,9,3,0,0,6,1.46
9,2018-07-09,1,0,3.35,6.0,3,0,0,2,2,1.39
10,2018-07-24,0,0,3.54,5.0,5,3,1,2,3,1.39
11,2018-07-29,0,1,3.75,4.1,8,3,1,2,6,1.46
12,July,1,2,3.86,21.0,25,9,2,6,17,1.48
13,2018-08-30,0,1,3.96,6.0,8,4,1,2,4,1.48
14,August,0,1,6.00,6.0,8,4,1,2,4,1.67
15,2018-09-16,0,0,3.90,1.0,1,0,0,0,0,1.47
16,2018-09-19,0,0,3.88,0.1,0,0,0,0,0,1.46
17,September,0,0,0.00,1.1,1,0,0,0,0,0.75
