,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2020-07-25,0,0,3.60,5.0,3,2,0,2,7,1.00
1,2020-07-30,0,0,3.60,5.0,5,2,2,2,3,1.20
2,July,0,0,3.60,10.0,8,4,2,4,10,1.20
3,2020-08-04,0,1,4.80,5.0,5,4,2,2,8,1.27
4,2020-08-09,1,0,4.50,5.0,5,2,0,2,4,1.30
5,2020-08-16,0,1,4.56,5.2,4,3,1,4,2,1.32
6,2020-08-22,0,1,5.16,4.0,6,4,2,0,3,1.35
7,2020-08-29,0,0,5.19,5.0,5,3,1,2,4,1.36
8,August,1,3,5.84,24.2,25,16,6,10,21,1.42
9,2020-09-04,0,1,5.58,5.2,10,5,0,1,5,1.44
10,2020-09-10,1,0,4.66,8.0,1,0,0,2,8,1.26
11,2020-09-16,1,0,4.14,6.0,2,0,0,1,8,1.18
12,2020-09-22,0,1,4.40,3.0,3,3,0,5,4,1.26
13,2020-09-27,1,0,4.06,7.0,3,1,0,0,5,1.17
14,September,3,2,2.73,29.2,19,9,0,9,30,0.94
