,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2019-08-05,0,0,3.60,5.0,3,2,0,2,8,1.00
1,2019-08-11,0,0,5.59,4.2,6,4,1,4,4,1.55
2,2019-08-16,0,1,5.79,4.1,5,3,0,1,3,1.50
3,2019-08-21,0,0,6.75,3.1,8,4,1,0,3,1.67
4,2019-08-28,0,0,5.24,5.0,1,0,0,3,9,1.48
5,August,0,1,5.24,22.1,23,13,2,10,27,1.48
6,2019-09-04,0,1,4.91,3.1,1,1,1,1,3,1.36
7,2019-09-09,0,1,5.28,3.1,5,3,1,2,4,1.45
8,2019-09-15,0,0,4.91,4.0,2,1,0,1,4,1.36
9,2019-09-21,0,0,5.25,3.0,2,3,1,2,1,1.36
10,2019-09-27,0,1,5.03,3.1,2,1,1,3,3,1.37
11,September,0,3,4.76,17.0,12,9,4,9,15,1.24
