,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-04-03,0,0,0.00,0,0,1.0,1,0,0,0,0,0,1.00
1,2021-04-07,0,0,0.00,1,0,5.0,2,0,0,0,1,5,0.67
2,2021-04-12,0,0,0.75,1,0,6.0,3,1,1,1,1,10,0.67
3,2021-04-17,0,1,3.94,1,0,4.0,7,6,6,3,1,5,1.00
4,2021-04-23,1,0,3.68,1,0,6.0,2,2,2,1,1,5,0.86
5,2021-04-28,1,0,2.96,1,0,5.1,4,0,0,0,2,9,0.91
6,April,2,1,2.96,5,0,27.1,19,9,9,5,6,34,0.91
7,2021-05-04,1,0,2.36,1,0,7.0,4,1,0,0,2,4,0.90
8,2021-05-09,1,0,2.23,1,0,6.0,4,1,1,1,1,6,0.89
9,2021-05-16,0,1,3.02,1,0,4.1,9,5,5,1,2,6,1.05
10,May,2,1,3.12,3,0,17.1,17,7,6,2,5,16,1.27
11,2021-08-17,0,0,2.70,1,0,5.1,3,0,0,0,1,4,1.02
12,2021-08-23,0,1,2.89,1,0,6.0,4,3,3,1,1,9,1.00
13,2021-08-28,0,1,2.90,1,0,6.0,3,2,2,1,3,3,1.00
14,August,0,2,2.60,3,0,17.1,10,5,5,2,5,16,0.87
15,2021-09-03,0,1,3.19,1,0,5.2,5,4,4,1,1,5,1.00
16,2021-09-09,0,0,3.22,1,0,5.0,3,2,2,0,2,7,1.00
17,2021-09-15,0,0,3.26,1,0,4.2,4,2,2,0,2,8,1.02
18,2021-09-20,0,0,3.43,1,0,4.0,5,3,3,0,2,2,1.06
19,2021-09-25,0,0,3.98,1,0,4.2,7,7,7,3,0,6,1.08
20,September,0,1,6.75,5,0,24.0,24,18,18,4,7,28,1.29
21,2021-10-01,0,1,4.05,1,0,5.0,6,3,3,1,2,6,1.11
22,October,0,1,5.40,1,0,5.0,6,3,3,1,2,6,1.60
