,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2018-04-01,0,1,5.06,5.1,5,3,0,0,4,0.94
1,2018-04-07,0,0,4.35,5.0,4,2,0,4,3,1.26
2,2018-04-12,1,0,2.60,7.0,1,0,0,3,4,0.98
3,2018-04-18,0,0,2.22,7.0,5,1,0,0,8,0.90
4,2018-04-23,1,0,2.32,6.2,4,2,0,3,5,0.94
5,2018-04-28,0,1,3.90,1.1,6,6,1,4,3,1.21
6,April,2,2,3.90,32.1,25,14,1,14,27,1.21
7,2018-05-04,1,0,3.99,6.0,6,3,2,2,6,1.23
8,2018-05-09,0,1,4.60,4.2,5,5,1,4,7,1.30
9,2018-05-14,1,0,4.88,5.0,9,4,2,2,1,1.40
10,2018-05-19,1,0,4.92,5.0,8,3,0,2,1,1.45
11,2018-05-26,1,0,4.97,5.0,4,3,2,3,6,1.45
12,May,4,1,6.31,25.2,32,18,7,13,21,1.75
13,2018-06-01,1,0,4.50,6.0,4,0,0,1,7,1.39
14,2018-06-06,0,0,4.63,4.0,7,3,0,2,3,1.44
15,2018-06-12,0,1,4.56,7.0,4,3,0,3,3,1.40
16,2018-06-17,1,0,4.22,6.0,3,0,0,1,3,1.35
17,2018-06-22,0,1,4.14,6.0,9,2,0,0,3,1.36
18,2018-06-28,0,0,4.45,4.0,8,5,1,1,3,1.40
19,June,2,2,3.55,33.0,35,13,1,8,22,1.30
20,2018-07-03,0,1,4.93,5.2,11,8,2,1,3,1.44
21,2018-07-26,0,0,5.14,1.1,3,3,1,1,2,1.46
22,July,0,1,14.14,7.0,14,11,3,2,5,2.29
23,2018-08-03,0,1,5.52,3.0,10,6,2,4,4,1.55
24,2018-08-21,0,0,5.37,6.1,6,2,0,0,4,1.52
25,2018-08-27,1,0,4.99,8.0,5,0,0,0,6,1.46
26,August,1,1,4.15,17.1,21,8,2,4,14,1.44
27,2018-09-02,0,1,4.90,6.0,3,2,1,0,2,1.41
28,2018-09-08,0,1,4.99,5.0,4,4,2,3,6,1.41
29,2018-09-14,1,0,4.66,9.0,2,0,0,2,7,1.34
30,2018-09-19,0,1,4.88,3.0,6,5,1,1,2,1.37
31,2018-09-25,0,0,4.85,4.2,6,2,0,5,5,1.40
32,2018-09-30,0,0,5.09,2.0,5,5,1,2,1,1.43
33,September,1,3,5.46,29.2,26,18,5,13,23,1.31
