,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2018-04-01,0,0,4.50,2.0,3,1,0,1,2,2.00
1,2018-04-10,0,0,3.86,0.1,0,0,0,0,0,1.71
2,2018-04-14,0,0,1.69,3.0,0,0,0,0,5,0.75
3,2018-04-18,0,0,2.16,3.0,1,1,0,0,5,0.60
4,2018-04-24,0,0,1.74,2.0,1,0,0,0,1,0.58
5,2018-04-26,0,1,2.31,1.1,2,1,0,1,1,0.77
6,2018-04-29,0,0,1.98,2.0,2,0,0,0,3,0.80
7,April,0,1,1.98,13.2,9,3,0,2,17,0.80
8,2018-05-02,0,1,3.24,3.0,5,3,1,0,2,0.96
9,2018-05-05,0,0,3.06,1.0,0,0,0,0,1,0.91
10,2018-05-07,0,0,3.72,1.2,3,2,1,0,0,0.98
11,2018-05-08,0,0,3.48,1.1,0,0,0,0,0,0.92
12,2018-05-11,0,0,3.32,1.0,1,0,0,0,2,0.92
13,2018-05-13,0,1,4.18,2.0,3,3,1,1,1,1.01
14,2018-05-19,0,0,4.01,1.0,0,0,0,0,2,0.97
15,2018-05-21,0,0,3.91,0.2,1,0,0,1,0,1.03
16,2018-05-24,0,0,3.62,2.0,0,0,0,0,2,0.95
17,2018-05-27,0,0,3.77,1.1,3,1,0,0,2,1.01
18,2018-05-29,0,0,3.82,2.0,3,1,0,1,2,1.08
19,May,0,2,5.29,17.0,19,10,3,3,14,1.29
20,2018-06-01,0,1,4.73,1.2,5,4,1,0,2,1.18
21,2018-06-03,0,0,4.46,2.0,0,0,0,1,2,1.14
22,2018-06-08,0,0,4.58,1.0,1,1,1,0,0,1.13
23,2018-06-12,0,0,4.91,1.1,2,2,1,1,1,1.17
24,2018-06-14,0,0,4.86,0.1,0,0,0,1,1,1.19
25,2018-06-18,0,0,4.74,1.0,0,0,0,1,1,1.18
26,2018-06-20,0,0,4.62,1.0,1,0,0,1,0,1.21
27,2018-06-21,0,0,4.85,0.0,1,1,0,1,0,1.26
28,June,0,1,8.64,8.1,10,8,3,6,7,1.92
29,2018-07-08,0,0,5.18,1.0,2,2,1,2,2,1.33
30,2018-07-09,0,0,5.05,1.0,0,0,0,0,2,1.29
31,2018-07-26,0,0,5.14,1.0,2,1,0,1,1,1.33
32,July,0,0,9.00,3.0,4,3,1,3,5,2.33
33,2018-08-02,0,0,4.98,1.1,0,0,0,0,0,1.29
34,2018-08-05,0,0,4.91,0.2,0,0,0,0,0,1.27
35,2018-08-07,0,0,4.73,1.2,1,0,0,0,3,1.25
36,2018-08-11,0,0,4.63,1.0,2,0,0,1,1,1.29
37,2018-08-14,0,0,4.91,1.0,5,2,1,0,0,1.36
38,2018-08-16,0,0,4.81,1.0,0,0,0,0,2,1.34
39,2018-08-20,0,0,4.74,0.2,1,0,0,0,0,1.34
40,2018-08-22,0,0,4.68,0.2,0,0,0,0,1,1.32
41,2018-08-26,0,0,5.54,0.1,3,5,0,2,1,1.41
42,2018-08-28,0,1,5.68,0.1,0,1,0,2,1,1.44
43,August,0,1,8.31,8.2,12,8,1,5,9,1.96
44,2018-09-04,0,0,5.65,0.1,0,0,0,0,0,1.43
45,2018-09-12,0,0,5.54,1.0,1,0,0,0,2,1.42
46,2018-09-15,0,1,6.15,0.2,3,4,0,1,1,1.48
47,2018-09-19,0,0,6.04,1.0,0,0,0,1,1,1.47
48,2018-09-20,0,0,5.93,1.0,0,0,0,0,1,1.45
49,2018-09-23,0,0,5.86,0.2,1,0,0,1,0,1.46
50,2018-09-28,0,1,6.07,1.0,3,2,0,1,1,1.51
51,September,0,2,9.53,5.2,8,6,0,4,6,2.12
