,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2020-07-26,0,1,12.00,3.0,3,4,0,2,3,1.67
1,July,0,1,12.00,3.0,3,4,0,2,3,1.67
2,2020-08-06,0,0,6.00,3.0,1,0,0,1,6,1.17
3,2020-08-10,0,0,3.60,4.0,1,0,0,1,8,0.90
4,2020-08-14,1,0,3.00,2.0,1,0,0,0,5,0.83
5,2020-08-20,0,0,3.86,2.0,3,2,1,0,3,0.93
6,2020-08-23,0,0,3.45,1.2,2,0,0,0,3,0.96
7,2020-08-27,0,0,4.32,1.0,2,2,0,2,2,1.14
8,2020-08-29,0,0,4.08,1.0,0,0,0,0,1,1.08
9,2020-08-31,0,0,4.74,1.1,2,2,0,1,3,1.16
10,August,1,0,3.38,16.0,12,6,1,5,31,1.06
11,2020-09-05,0,0,4.35,1.2,0,0,0,3,4,1.21
12,2020-09-12,0,0,3.97,2.0,2,0,0,1,1,1.24
13,2020-09-14,1,0,3.80,1.0,1,0,0,0,1,1.23
14,2020-09-16,1,0,3.51,2.0,0,0,0,0,3,1.13
15,2020-09-20,0,0,3.29,1.2,0,0,0,0,1,1.06
16,2020-09-27,0,0,3.99,2.0,4,3,1,1,3,1.16
17,September,2,0,2.61,10.1,7,3,1,5,13,1.16
