,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-04-14,0,0,0.00,1.0,1,0,0,0,2,1.00
1,2021-04-19,0,0,0.00,2.0,0,0,0,0,2,0.33
2,2021-04-20,0,0,0.00,1.0,1,0,0,0,2,0.50
3,2021-04-23,0,0,0.00,0.1,0,0,0,0,0,0.46
4,2021-04-28,0,0,1.42,2.0,2,1,0,0,0,0.63
5,2021-04-30,0,0,4.91,1.0,1,3,1,2,1,0.95
6,April,0,0,4.91,7.1,5,4,1,2,7,0.95
7,2021-05-03,0,0,4.32,1.0,0,0,0,1,2,0.96
8,2021-05-04,0,0,5.00,0.2,1,1,1,1,1,1.11
9,2021-05-06,0,0,4.35,1.1,1,0,0,0,0,1.06
10,2021-05-08,0,0,4.22,0.1,2,0,0,0,0,1.22
11,2021-05-11,0,0,5.56,0.2,1,2,0,1,0,1.32
12,2021-05-13,0,0,5.40,0.1,0,0,0,0,1,1.29
13,2021-05-14,0,0,5.25,0.1,0,0,0,1,1,1.33
14,2021-05-18,0,0,4.97,0.2,1,0,0,0,0,1.34
15,2021-05-21,0,1,6.08,0.2,1,2,0,1,1,1.43
16,2021-05-23,0,0,5.65,1.0,0,0,0,2,2,1.47
17,2021-05-26,0,1,5.52,0.1,1,0,0,1,0,1.57
18,2021-05-28,0,0,6.60,0.1,0,2,0,3,0,1.73
19,2021-05-31,0,0,6.75,1.0,1,1,1,0,1,1.69
20,May,0,2,8.31,8.2,9,8,2,11,9,2.31
21,2021-06-04,0,0,6.35,1.0,0,0,0,2,0,1.71
22,June,0,0,0.00,1.0,0,0,0,2,0,2.00
23,2021-07-24,0,0,6.00,1.0,0,0,0,0,1,1.61
24,July,0,0,0.00,1.0,0,0,0,0,1,0.00
25,2021-08-29,0,1,6.63,1.0,2,2,1,0,2,1.63
26,August,0,1,18.00,1.0,2,2,1,0,2,2.00
27,2021-09-02,0,0,6.30,1.0,1,0,0,0,0,1.60
28,2021-09-03,0,0,6.00,1.0,1,0,0,0,0,1.57
29,2021-09-07,0,0,6.14,1.0,1,1,1,0,2,1.55
30,2021-09-11,0,0,5.87,1.0,1,0,0,0,1,1.52
31,2021-09-15,0,0,6.17,0.1,2,1,0,1,0,1.63
32,2021-09-16,0,0,5.92,1.0,0,0,0,1,1,1.60
33,2021-09-17,0,0,5.68,1.0,0,0,0,0,1,1.54
34,2021-09-19,0,0,5.81,1.0,1,1,1,0,1,1.52
35,2021-09-30,0,0,6.26,1.0,3,2,0,0,0,1.57
36,September,0,0,5.40,8.1,10,5,2,2,6,1.44
