,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2020-07-25,1,0,3.38,5.1,3,2,0,0,1,0.56
1,2020-07-31,1,0,3.38,5.1,7,2,1,1,2,1.03
2,July,2,0,3.38,10.2,10,4,1,1,3,1.03
3,2020-08-05,0,1,2.55,7.0,5,1,0,1,8,0.96
4,2020-08-10,0,1,3.04,6.0,6,3,1,2,4,1.06
5,2020-08-16,1,0,3.07,5.2,4,2,0,2,1,1.06
6,2020-08-21,1,0,2.65,8.0,6,1,0,1,3,1.02
7,2020-08-26,1,0,2.70,6.0,4,2,0,3,7,1.04
8,August,3,2,2.48,32.2,25,9,1,9,23,1.04
9,2020-09-01,0,0,2.42,5.0,7,0,0,2,4,1.12
10,2020-09-06,1,0,2.19,5.0,2,0,0,0,2,1.05
11,2020-09-19,0,0,2.04,4.0,4,0,0,3,7,1.10
12,2020-09-24,0,0,1.99,6.0,4,1,0,2,3,1.09
13,September,1,0,0.45,20.0,17,1,0,7,16,1.20
