,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2019-04-01,0,0,3.60,1,0,5.0,6,2,2,2,1,6,1.40
1,2019-04-07,0,1,4.00,1,0,4.0,6,2,2,1,3,5,1.78
2,2019-04-12,0,0,3.86,1,0,5.0,4,2,2,0,1,5,1.50
3,2019-04-18,0,1,4.82,1,0,4.2,6,4,4,1,3,7,1.61
4,2019-04-24,1,0,3.65,1,0,6.0,2,0,0,0,2,5,1.38
5,2019-04-30,0,1,4.08,1,0,4.0,3,3,3,1,2,3,1.36
6,April,1,3,4.08,6,0,28.2,27,13,13,5,12,31,1.36
7,2019-05-06,0,1,5.93,1,0,1.2,9,7,7,3,1,2,1.62
8,2019-05-19,0,0,5.66,1,0,4.2,2,2,2,0,5,2,1.60
9,2019-05-24,0,1,6.45,1,0,2.2,8,5,5,1,1,6,1.73
10,2019-05-31,0,1,8.08,1,0,1.1,6,8,8,2,2,2,1.87
11,May,0,3,19.16,4,0,10.1,25,22,22,6,9,12,3.29
12,2019-06-07,0,0,7.16,1,0,5.0,3,0,0,0,1,7,1.75
13,2019-06-14,1,0,6.43,1,0,5.0,5,2,0,0,3,5,1.73
14,2019-06-19,0,1,7.09,1,0,4.1,9,7,7,3,1,4,1.78
15,2019-06-24,0,1,6.79,1,0,5.0,5,2,2,1,2,11,1.75
16,2019-06-29,0,0,6.25,1,0,5.0,5,0,0,0,2,7,1.72
17,June,1,2,3.33,5,0,24.1,27,11,9,4,9,34,1.48
18,2019-07-05,0,1,6.42,1,0,4.0,6,4,4,2,4,3,1.77
19,2019-07-16,0,0,6.10,1,0,5.0,3,1,1,0,1,4,1.70
20,2019-07-22,0,0,5.93,0,0,2.0,0,0,0,0,0,4,1.65
21,2019-07-24,0,0,5.83,0,0,1.1,0,0,0,0,0,2,1.63
22,2019-07-27,0,0,5.75,0,0,1.0,1,0,0,0,1,0,1.63
23,2019-07-30,0,0,5.68,0,0,1.0,0,0,0,0,0,2,1.61
24,July,0,1,3.14,2,0,14.1,10,5,5,2,6,15,1.12
25,2019-08-02,0,0,5.61,0,0,1.0,0,0,0,0,0,2,1.59
26,2019-08-05,0,0,5.54,0,0,1.0,2,0,0,0,0,3,1.59
27,2019-08-07,0,0,5.44,1,0,3.0,1,1,1,1,1,3,1.56
28,2019-08-10,0,0,5.51,0,0,0.2,1,1,1,1,2,1,1.58
29,2019-08-13,0,1,5.70,0,0,0.1,1,2,2,0,1,0,1.60
30,2019-08-17,0,0,5.63,0,0,1.0,0,0,0,0,0,1,1.58
31,2019-08-20,0,0,5.55,0,0,1.1,1,0,0,0,1,1,1.58
32,2019-08-21,0,0,5.50,0,0,0.2,0,0,0,0,1,1,1.58
33,2019-08-25,0,0,5.38,0,0,2.0,0,0,0,0,0,6,1.55
34,2019-08-27,0,0,5.30,0,0,1.1,1,0,0,0,0,0,1.53
35,2019-08-31,0,0,5.26,0,0,0.2,2,0,0,0,1,2,1.56
36,August,0,1,2.77,1,0,13.0,9,4,4,2,7,20,1.23
37,2019-09-01,0,0,5.22,0,0,0.2,0,0,0,0,0,2,1.54
38,2019-09-03,0,0,5.13,0,0,1.2,0,0,0,0,0,3,1.52
39,2019-09-05,0,0,5.28,0,0,0.2,2,2,2,1,0,0,1.53
40,2019-09-07,0,0,5.28,0,0,0.0,0,0,0,0,1,0,1.54
41,2019-09-08,0,0,5.25,0,0,0.2,0,0,0,0,0,0,1.53
42,2019-09-10,0,0,5.19,0,1,1.0,2,0,0,0,0,2,1.53
43,2019-09-12,0,0,5.14,0,0,1.0,0,0,0,0,0,3,1.52
44,2019-09-14,0,0,5.10,0,0,0.2,1,0,0,0,0,2,1.52
45,2019-09-17,0,0,5.00,0,1,2.0,0,0,0,0,0,4,1.48
46,2019-09-19,0,0,4.95,0,0,1.0,1,0,0,0,0,2,1.48
47,2019-09-22,0,0,4.92,0,0,0.2,0,0,0,0,0,1,1.47
48,2019-09-24,0,0,4.87,0,0,1.0,0,0,0,0,0,2,1.46
49,2019-09-26,0,0,4.82,0,0,1.0,0,0,0,0,0,1,1.44
50,2019-09-28,0,0,4.85,0,0,1.1,1,1,1,1,0,3,1.43
51,September,0,0,2.03,0,2,13.1,7,3,3,2,1,25,0.60
