,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2020-08-05,0,0,0.00,0,0,1.1,1,0,0,0,0,1,0.75
1,2020-08-07,0,0,0.00,0,0,2.0,1,0,0,0,0,2,0.60
2,2020-08-11,0,0,2.45,0,0,0.1,2,2,1,0,0,0,1.09
3,2020-08-15,0,0,4.76,0,0,2.0,3,2,2,1,0,2,1.24
4,2020-08-18,0,0,3.52,0,0,2.0,0,0,0,0,0,3,0.91
5,2020-08-20,0,0,5.19,0,0,1.0,1,2,2,1,1,1,1.04
6,2020-08-26,0,0,4.66,0,0,1.0,1,0,0,0,0,2,1.03
7,2020-08-28,0,0,4.22,0,0,1.0,1,0,0,0,0,0,1.03
8,2020-08-30,0,0,4.09,0,1,0.1,0,0,0,0,0,1,1.00
9,August,0,0,4.09,0,1,11.0,10,6,5,2,1,12,1.00
10,2020-09-02,0,0,3.29,0,0,2.2,0,0,0,0,1,1,0.88
11,2020-09-06,0,0,3.14,0,0,0.2,2,0,0,0,1,1,1.05
12,2020-09-07,0,0,2.81,0,0,1.2,0,0,0,0,0,0,0.94
13,2020-09-11,0,0,2.65,0,0,1.0,1,0,0,0,0,0,0.94
14,2020-09-18,0,0,2.45,0,0,1.1,2,0,0,0,1,1,1.04
15,2020-09-20,0,0,2.21,0,0,2.0,1,0,0,0,2,1,1.08
16,2020-09-23,0,0,3.32,0,0,1.1,4,4,3,0,1,1,1.25
17,September,0,0,2.53,0,0,10.2,10,4,3,0,6,5,1.50
