,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-04-08,1,0,5.40,1,0,5.0,4,3,3,2,0,7,0.80
1,2021-04-14,1,0,3.60,1,0,5.0,5,1,1,0,1,5,1.00
2,2021-04-20,1,0,3.38,1,0,6.0,3,2,2,2,1,6,0.88
3,2021-04-25,1,0,3.52,1,0,7.0,6,3,3,0,0,8,0.87
4,April,4,0,3.52,4,0,23.0,18,9,9,4,2,26,0.87
5,2021-05-01,0,0,4.18,1,0,5.0,8,4,4,1,1,5,1.04
6,2021-05-07,1,0,3.82,1,0,5.0,7,1,1,0,3,2,1.18
7,2021-05-12,0,1,4.15,1,0,6.0,7,4,4,1,1,9,1.21
8,2021-05-18,0,1,4.70,1,0,5.0,11,5,5,0,1,6,1.34
9,2021-05-23,0,1,5.06,1,0,4.0,5,4,4,1,3,6,1.40
10,2021-05-31,0,1,5.64,1,0,4.2,7,6,6,1,2,4,1.44
11,May,1,4,7.28,6,0,29.2,45,24,24,4,11,32,1.89
12,2021-06-05,0,0,5.59,1,0,5.1,5,3,3,1,1,7,1.41
13,2021-06-10,0,0,6.03,1,0,4.2,6,6,6,1,3,5,1.45
14,2021-06-15,0,0,6.21,1,0,4.0,6,4,4,0,1,8,1.47
15,2021-06-22,0,0,6.07,1,0,6.0,7,5,3,1,1,7,1.46
16,2021-06-27,1,0,5.83,1,0,6.0,5,2,2,1,0,8,1.41
17,June,1,0,6.23,5,0,26.0,29,20,18,4,6,35,1.35
18,2021-07-02,0,0,5.42,1,0,6.0,1,0,0,0,2,6,1.35
19,2021-07-07,0,1,5.52,1,0,5.0,9,4,4,2,0,5,1.37
20,2021-07-16,1,0,5.19,1,0,5.2,2,0,0,0,2,8,1.33
21,2021-07-23,0,0,5.23,1,0,1.0,2,1,1,0,1,1,1.35
22,2021-07-29,0,1,5.60,1,0,3.1,7,6,6,0,4,8,1.41
23,July,1,2,4.71,5,0,21.0,21,11,11,2,9,28,1.43
24,2021-08-04,1,0,5.33,1,0,5.0,2,0,0,0,4,10,1.40
25,2021-08-10,0,0,5.24,1,0,5.1,4,2,2,1,1,8,1.38
26,2021-08-15,1,0,4.97,1,0,6.0,3,1,0,0,3,6,1.36
27,2021-08-21,0,1,5.19,1,0,3.2,8,5,5,0,1,3,1.40
28,2021-08-27,1,0,5.12,1,0,7.0,8,3,3,2,1,2,1.39
29,August,3,1,3.33,5,0,27.0,25,11,10,3,10,29,1.30
30,2021-09-02,1,0,4.88,1,0,6.0,4,0,0,0,1,6,1.36
31,2021-09-07,0,1,5.15,1,0,3.2,8,6,6,2,0,3,1.39
32,2021-09-13,0,0,5.00,1,0,6.0,6,2,1,0,1,6,1.38
33,2021-09-21,0,0,4.97,1,0,4.1,5,2,2,0,3,5,1.39
34,2021-09-26,0,0,4.93,1,0,5.0,6,2,2,0,1,8,1.39
35,September,1,1,3.96,5,0,25.0,29,12,11,2,6,28,1.40
36,2021-10-01,1,0,4.77,1,0,5.0,5,0,0,0,3,6,1.40
37,2021-10-03,1,0,4.74,0,0,1.0,0,0,0,0,0,1,1.39
38,October,2,0,0.00,1,0,6.0,5,0,0,0,3,7,1.33
