,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-04-06,0,1,15.75,1,0,4.0,9,7,7,2,0,4,2.25
1,2021-04-12,0,0,8.00,1,0,5.0,3,1,1,0,2,8,1.56
2,2021-04-17,0,1,9.69,1,0,4.0,8,7,6,0,1,5,1.77
3,2021-04-24,1,0,7.11,1,0,6.0,2,1,1,0,2,2,1.42
4,April,1,2,7.11,4,0,19.0,22,16,15,2,5,19,1.42
5,2021-05-01,0,1,7.40,1,0,5.1,7,5,5,1,3,5,1.52
6,2021-05-07,0,1,6.75,1,0,5.0,8,3,2,0,1,2,1.57
7,2021-05-12,0,0,5.97,1,0,5.1,3,1,1,1,0,1,1.41
8,2021-05-19,0,1,6.81,1,0,1.0,2,4,4,0,2,2,1.49
9,May,0,3,6.48,4,0,16.2,20,13,12,2,6,10,1.56
10,2021-06-11,0,0,6.57,0,0,1.1,0,0,0,0,3,3,1.51
11,June,0,0,0.00,0,0,1.1,0,0,0,0,3,3,2.25
