,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2018-06-05,0,1,7.20,1,0,5.0,6,4,4,1,1,5,1.40
1,2018-06-10,1,0,5.40,1,0,5.0,10,3,2,0,2,6,1.90
2,2018-06-17,1,0,4.60,1,0,5.2,3,2,2,2,1,4,1.47
3,2018-06-23,1,0,4.09,1,0,6.1,3,2,2,2,4,3,1.36
4,2018-06-28,0,0,4.45,1,0,6.1,5,4,4,1,1,6,1.27
5,June,3,1,4.45,5,0,28.1,27,15,14,6,9,24,1.27
6,2018-07-03,0,0,5.08,1,0,5.1,6,5,5,3,1,5,1.28
7,2018-07-09,1,0,4.43,1,0,7.0,5,1,1,1,2,3,1.23
8,2018-07-15,0,1,5.32,1,0,3.1,5,6,6,2,1,3,1.27
9,2018-07-21,0,1,5.40,1,0,4.1,6,3,3,2,2,6,1.32
10,2018-07-27,0,0,5.47,1,0,4.1,5,3,3,1,2,7,1.35
11,July,1,2,6.66,5,0,24.1,27,18,18,9,8,24,1.44
12,2018-08-04,1,0,4.98,1,0,7.0,6,1,1,0,1,2,1.31
13,2018-08-10,1,0,4.46,1,0,7.0,3,0,0,0,0,9,1.22
14,2018-08-17,0,0,4.12,1,0,7.2,6,1,1,0,1,5,1.18
15,2018-08-23,0,1,4.26,1,0,6.0,8,5,4,2,1,5,1.21
16,2018-08-28,1,0,4.34,1,0,6.2,7,4,4,1,1,6,1.21
17,August,3,1,2.62,5,0,34.1,30,11,10,3,4,27,0.99
18,2018-09-02,0,0,4.37,1,0,3.2,5,2,2,0,2,4,1.24
19,2018-09-07,0,0,4.56,1,0,4.0,8,4,4,1,0,3,1.27
20,2018-09-12,0,1,4.80,1,0,4.2,5,6,5,1,3,5,1.29
21,2018-09-17,0,1,4.92,1,0,5.0,7,4,4,2,2,5,1.31
22,2018-09-22,0,1,4.91,1,0,5.2,6,5,3,1,1,10,1.31
23,2018-09-28,0,1,4.93,1,0,5.0,3,3,3,1,1,6,1.29
24,September,0,4,6.75,6,0,28.0,34,24,21,6,9,33,1.54
