,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2019-06-18,1,0,0.00,1,0,7.0,3,0,0,0,2,5,0.71
1,2019-06-25,1,0,1.38,1,0,6.0,8,2,2,0,2,5,1.15
2,June,2,0,1.38,2,0,13.0,11,2,2,0,4,10,1.15
3,2019-07-01,0,1,4.24,1,0,4.0,7,6,6,0,2,3,1.41
4,2019-07-04,0,0,4.50,0,0,1.0,2,2,1,1,0,0,1.44
5,2019-07-16,0,1,7.08,1,0,2.1,7,7,7,1,3,0,1.77
6,2019-07-23,0,0,7.25,0,0,2.0,2,2,2,1,1,0,1.75
7,2019-07-25,0,0,6.66,0,0,2.0,3,0,0,0,2,1,1.81
8,2019-07-26,0,1,6.75,0,0,1.0,1,1,1,1,1,0,1.82
9,July,0,3,12.41,2,0,12.1,22,18,17,4,9,4,2.51
10,2019-08-14,0,0,6.18,0,0,2.1,3,0,0,0,0,3,1.77
11,August,0,0,0.00,0,0,2.1,3,0,0,0,0,3,1.29
