,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2020-08-12,0,0,22.50,0,0,2.0,7,5,5,1,0,1,3.50
1,2020-08-16,0,0,15.00,0,1,1.0,0,0,0,0,0,1,2.33
2,2020-08-20,0,0,11.25,0,0,1.0,0,0,0,0,0,1,1.75
3,2020-08-22,0,0,5.63,1,0,4.0,0,0,0,0,0,5,0.88
4,2020-08-30,0,0,4.50,0,0,2.0,0,0,0,0,0,2,0.70
5,August,0,0,4.50,1,1,10.0,7,5,5,1,0,10,0.70
6,2020-09-02,0,0,4.50,0,0,2.0,1,1,1,0,0,2,0.67
7,2020-09-05,0,0,5.14,0,0,2.0,2,2,2,0,2,2,0.86
8,2020-09-08,0,0,4.67,0,0,3.1,0,1,1,0,3,0,0.87
9,2020-09-13,0,0,3.98,0,0,3.0,3,0,0,0,0,2,0.89
10,2020-09-19,0,0,3.52,0,0,2.2,1,0,0,0,0,2,0.83
11,2020-09-26,0,0,3.46,0,1,3.0,4,1,1,0,0,1,0.88
12,September,0,0,2.81,0,1,16.0,11,5,5,0,5,9,1.00
