,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-04-02,0,0,0.00,0,0,0.2,0,0,0,0,1,0,1.50
1,2021-04-03,0,1,16.20,0,0,1.0,3,3,3,1,0,2,2.40
2,2021-04-06,0,0,9.82,0,0,2.0,3,1,1,0,1,1,2.18
3,2021-04-12,0,0,7.20,0,0,1.1,0,0,0,0,0,2,1.60
4,2021-04-13,0,0,6.00,0,0,1.0,0,0,0,0,0,1,1.33
5,2021-04-17,0,0,6.14,0,0,1.1,3,1,1,0,0,1,1.50
6,2021-04-18,0,0,5.40,0,0,1.0,1,0,0,0,0,0,1.44
7,2021-04-20,0,0,4.82,0,0,1.0,0,0,0,0,0,0,1.29
8,2021-04-23,0,0,6.55,0,0,1.2,2,3,3,1,1,1,1.36
9,2021-04-30,0,0,6.75,0,0,1.0,1,1,1,1,0,0,1.33
10,April,0,1,6.75,0,0,12.0,13,9,9,3,3,8,1.33
11,2021-05-08,0,0,6.23,0,0,1.0,1,0,0,0,0,0,1.31
12,2021-05-09,0,0,6.75,0,0,0.1,0,1,1,0,2,0,1.43
13,2021-05-12,0,0,7.43,0,0,0.0,1,1,1,0,2,0,1.65
14,2021-05-15,0,0,6.75,0,0,1.1,0,0,0,0,0,2,1.50
15,2021-05-21,0,1,6.89,0,0,1.0,3,1,1,0,0,0,1.60
16,2021-05-23,0,0,6.48,0,0,1.0,0,0,0,0,0,1,1.50
17,2021-05-25,0,0,6.11,0,0,1.0,1,0,0,0,0,0,1.47
18,2021-05-27,0,0,5.79,0,0,1.0,0,0,0,0,0,2,1.39
19,2021-05-29,0,0,5.49,0,0,1.0,0,0,0,0,0,2,1.32
20,May,0,1,3.52,0,0,7.2,6,3,3,0,4,7,1.30
21,2021-06-03,0,0,5.23,0,0,1.0,0,0,0,0,0,2,1.26
22,2021-06-04,0,0,6.23,0,0,1.0,3,3,3,2,0,1,1.34
23,2021-06-08,0,0,5.96,0,0,1.0,1,0,0,0,1,2,1.37
24,2021-06-10,0,0,5.70,0,0,1.0,1,0,0,0,0,1,1.35
25,2021-06-13,0,0,5.47,0,0,1.0,0,0,0,0,0,2,1.30
26,2021-06-16,0,0,5.19,0,0,1.1,2,0,0,0,0,2,1.31
27,2021-06-27,0,0,5.06,0,0,0.2,0,0,0,0,1,1,1.31
28,2021-06-29,0,0,5.60,0,0,0.2,2,2,2,0,0,0,1.35
29,June,0,0,5.87,0,0,7.2,9,5,5,2,2,11,1.43
