,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-05-03,0,0,5.79,4.2,4,3,0,4,3,1.71
1,2021-05-08,0,1,18.56,0.2,7,8,1,1,0,3.00
2,2021-05-13,0,1,15.75,2.2,7,3,0,0,4,2.88
3,May,0,2,15.75,8.0,18,14,1,5,7,2.88
4,2021-07-25,1,0,7.88,8.0,5,0,0,0,4,1.75
5,2021-07-30,0,1,6.95,6.0,7,3,1,2,2,1.68
6,July,1,1,1.93,14.0,12,3,1,2,6,1.00
7,2021-08-05,1,0,6.00,5.0,4,1,1,2,7,1.59
8,2021-08-10,0,0,5.97,4.2,4,3,1,4,6,1.61
9,2021-08-17,1,0,5.12,7.0,4,1,0,3,5,1.50
10,2021-08-23,1,0,4.74,5.0,6,1,0,3,5,1.53
11,2021-08-28,0,0,4.47,4.2,7,1,0,3,4,1.59
12,August,3,0,2.39,26.1,25,7,2,15,27,1.52
13,2021-09-04,0,1,5.29,2.2,5,6,2,3,3,1.67
14,2021-09-10,0,0,5.37,6.0,7,4,2,0,4,1.61
15,2021-09-16,0,1,5.34,2.0,2,1,0,1,1,1.61
16,2021-09-21,0,1,5.40,6.0,4,4,1,3,5,1.57
17,2021-09-29,0,0,5.69,3.0,7,4,0,2,2,1.63
18,September,0,3,8.69,19.2,25,19,5,9,15,1.73
