,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2020-07-25,1,0,1.69,1,0,5.1,4,1,1,1,0,6,0.75
1,2020-07-31,0,0,2.89,1,0,4.0,4,2,2,0,3,2,1.18
2,July,1,0,2.89,2,0,9.1,8,3,3,1,3,8,1.18
3,2020-08-05,0,1,2.51,1,0,5.0,2,1,1,1,3,7,1.12
4,2020-08-11,0,0,2.75,1,0,5.1,3,3,2,1,2,2,1.07
5,2020-08-17,0,1,3.76,1,0,6.2,8,5,5,1,1,4,1.14
6,2020-08-22,0,0,3.73,1,0,5.0,6,2,2,1,1,1,1.18
7,2020-08-29,0,1,4.33,1,0,4.0,8,5,4,0,2,2,1.33
8,August,0,3,4.85,5,0,26.0,27,16,14,4,9,16,1.38
9,2020-09-11,0,1,5.03,1,0,4.0,7,5,5,3,1,5,1.40
10,2020-09-18,0,1,4.76,1,0,6.0,4,2,2,0,3,5,1.37
11,2020-09-24,1,0,4.30,1,0,7.0,6,1,1,0,2,4,1.34
12,September,1,2,4.24,3,0,17.0,17,8,8,3,6,14,1.35
