,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-04-01,0,1,-.--,0.0,1,0,0,0,0,-.--
1,2021-04-05,0,0,15.00,3.0,5,5,2,1,1,2.33
2,2021-04-13,0,1,9.00,3.0,2,1,0,1,0,1.67
3,2021-04-16,0,1,11.88,2.1,6,5,0,0,4,1.92
4,2021-04-21,0,0,10.61,1.0,0,0,0,0,0,1.71
5,2021-04-28,0,0,8.74,2.0,1,0,0,0,3,1.50
6,April,0,3,8.74,11.1,15,11,2,2,8,1.50
7,2021-05-01,0,0,8.16,3.0,3,2,2,1,3,1.47
8,2021-05-21,1,0,5.75,6.0,3,0,0,2,5,1.28
9,2021-05-28,0,1,6.49,6.0,9,6,0,1,3,1.37
10,May,1,1,4.80,15.0,15,8,2,4,11,1.27
11,2021-06-02,0,1,6.19,5.2,8,3,1,2,3,1.44
12,2021-06-09,0,1,7.36,4.2,11,8,4,3,0,1.64
13,2021-06-13,0,0,8.38,2.0,7,6,1,0,2,1.73
14,2021-06-19,0,0,7.83,5.0,4,2,1,1,1,1.65
15,June,0,2,9.87,17.1,30,19,7,6,6,2.08
16,2021-09-03,0,1,7.64,7.0,6,5,0,0,2,1.54
17,September,0,1,6.43,7.0,6,5,0,0,2,0.86
