,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2020-07-25,0,1,13.50,1,0,3.1,7,5,5,1,1,1,2.40
1,2020-07-31,1,0,4.35,1,0,7.0,1,0,0,0,2,8,1.06
2,July,1,1,4.35,2,0,10.1,8,5,5,1,3,9,1.06
3,2020-08-06,0,1,5.79,1,0,3.2,3,4,4,1,3,3,1.21
4,2020-08-12,0,0,4.05,1,0,6.0,6,1,0,0,1,5,1.20
5,2020-08-19,1,0,4.00,1,0,7.0,4,3,3,3,1,8,1.07
6,2020-08-29,1,0,3.27,1,0,6.0,4,0,0,0,3,4,1.09
7,August,2,1,2.78,4,0,22.2,17,8,7,4,8,20,1.10
8,2020-09-03,0,0,3.26,1,0,5.2,6,2,2,1,1,4,1.11
9,2020-09-08,0,0,2.95,1,0,4.0,2,0,0,0,5,3,1.17
10,2020-09-15,0,1,3.05,1,0,1.2,6,7,1,2,0,2,1.26
11,2020-09-20,1,0,2.86,1,0,6.0,4,1,1,0,2,8,1.23
12,2020-09-25,0,0,2.70,1,0,3.0,0,0,0,0,0,4,1.16
13,September,1,1,1.77,5,0,20.1,18,10,4,3,8,21,1.28
