,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-04-03,0,0,13.50,0,0,0.2,2,1,1,0,0,1,3.00
1,2021-04-04,0,0,10.80,0,0,1.0,1,1,1,1,0,1,1.80
2,2021-04-10,0,0,12.27,0,0,2.0,2,3,3,2,1,2,1.64
3,2021-04-15,0,0,8.53,0,0,2.2,4,1,1,0,2,2,1.89
4,2021-04-23,0,0,6.23,0,0,2.1,0,0,0,0,1,1,1.50
5,2021-04-29,0,0,5.59,0,0,1.0,1,0,0,0,0,3,1.45
6,2021-04-30,0,0,4.97,0,0,3.0,4,1,1,1,0,3,1.42
7,April,0,0,4.97,0,0,12.2,14,7,7,4,4,13,1.42
8,2021-05-04,0,0,4.91,0,0,2.0,2,1,1,0,0,2,1.36
9,2021-05-06,0,0,5.40,0,0,2.0,4,3,2,0,0,2,1.44
10,2021-05-13,0,0,5.29,0,0,0.1,2,0,0,0,0,0,1.53
11,2021-05-15,0,0,4.74,0,0,2.0,0,0,0,0,1,2,1.42
12,2021-05-22,0,0,4.50,0,0,1.0,1,0,0,0,0,0,1.40
13,2021-05-25,0,0,4.35,0,0,0.2,0,0,0,0,0,0,1.35
14,2021-05-31,0,0,4.15,1,0,1.0,1,0,0,0,0,2,1.34
15,May,0,0,3.00,1,0,9.0,10,4,3,0,1,8,1.22
16,2021-06-01,0,0,4.37,0,0,1.0,1,1,1,1,0,3,1.32
17,2021-06-04,0,0,4.56,0,0,1.0,2,1,1,1,0,0,1.35
18,2021-06-10,0,0,4.44,1,0,2.2,3,1,1,1,1,2,1.37
19,2021-06-13,0,1,4.71,0,0,2.1,4,2,2,0,0,3,1.40
20,2021-06-17,0,0,4.55,0,0,1.0,1,0,0,0,0,0,1.38
21,2021-06-19,0,0,4.65,0,0,1.1,1,1,1,0,0,1,1.35
22,2021-06-24,0,0,5.01,0,0,1.1,5,2,2,0,0,2,1.45
23,2021-06-28,0,0,4.86,0,0,1.0,1,0,0,0,0,0,1.44
24,June,0,1,6.17,1,0,11.2,18,8,8,3,1,11,1.63
25,2021-07-02,0,0,4.67,0,0,1.1,0,0,0,0,0,0,1.38
26,2021-07-04,1,0,4.38,0,0,2.1,1,0,0,0,1,3,1.35
27,2021-07-09,0,0,4.15,0,0,2.0,0,0,0,0,0,1,1.28
28,2021-07-11,0,0,4.31,0,0,0.2,1,1,1,0,3,0,1.36
29,2021-07-17,0,0,4.40,1,0,3.1,4,2,2,1,0,1,1.35
30,2021-07-22,0,0,4.24,1,0,3.2,3,1,1,0,1,4,1.33
31,2021-07-27,0,0,4.80,1,0,4.0,6,5,5,2,1,2,1.36
32,July,1,0,4.67,3,0,17.1,15,9,9,3,6,11,1.21
33,2021-08-01,0,0,4.77,1,0,4.0,4,2,2,0,2,2,1.37
34,2021-08-07,1,0,4.35,1,0,5.1,4,0,0,0,0,4,1.32
35,2021-08-13,0,1,4.57,1,0,5.0,6,4,4,1,0,4,1.31
36,2021-08-20,0,0,4.25,1,0,7.0,4,1,1,1,2,6,1.26
37,2021-08-28,0,0,4.34,0,0,2.2,3,2,2,1,1,2,1.27
38,August,1,1,3.38,4,0,24.0,21,9,9,3,5,18,1.08
39,2021-09-03,0,0,4.25,1,0,3.2,2,1,1,1,2,5,1.26
40,2021-09-07,0,0,4.20,0,0,1.0,0,0,0,0,0,1,1.25
41,2021-09-10,0,0,4.09,1,0,4.1,5,1,1,0,2,4,1.27
42,2021-09-16,0,1,4.13,1,0,5.2,5,4,3,1,2,4,1.26
43,2021-09-21,0,0,4.10,1,0,5.0,8,2,2,0,2,2,1.30
44,2021-09-28,0,1,3.95,1,0,6.0,4,1,1,0,1,6,1.28
45,September,0,2,2.81,5,0,25.2,24,9,8,2,9,22,1.29
46,2021-10-03,0,0,3.81,1,0,6.0,4,1,1,1,2,4,1.26
47,October,0,0,1.50,1,0,6.0,4,1,1,1,2,4,1.00
