,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2019-03-30,0,1,5.40,5.0,4,3,1,2,5,1.20
1,March,0,1,5.40,5.0,4,3,1,2,5,1.20
2,2019-04-04,0,0,4.09,6.0,6,2,0,2,10,1.27
3,2019-04-11,0,1,4.80,4.0,8,3,1,1,4,1.53
4,2019-04-17,0,0,3.43,6.0,2,0,0,2,5,1.29
5,2019-04-23,1,0,2.77,5.0,3,0,0,4,2,1.31
6,2019-04-30,1,0,2.53,6.0,3,1,0,2,5,1.22
7,April,2,1,2.00,27.0,22,6,1,11,26,1.22
8,2019-05-05,0,0,2.31,7.0,6,1,0,1,7,1.18
9,2019-05-11,0,0,2.42,5.2,4,2,1,4,6,1.21
10,2019-05-16,0,1,2.40,4.0,5,1,1,2,6,1.25
11,2019-05-21,0,0,2.68,5.0,7,3,1,2,4,1.30
12,2019-05-26,0,1,2.97,7.0,7,4,1,1,8,1.29
13,2019-05-31,1,0,2.84,6.0,5,1,0,1,2,1.26
14,May,1,2,3.12,34.2,34,12,4,11,33,1.30
15,2019-06-05,0,1,3.01,5.0,5,3,0,3,4,1.28
16,2019-06-11,0,0,2.78,6.0,4,0,0,2,5,1.26
17,2019-06-16,0,1,3.27,5.0,10,6,1,2,4,1.33
18,2019-06-22,0,1,3.29,5.0,6,2,0,2,4,1.35
19,2019-06-27,0,1,3.31,2.0,1,1,1,1,3,1.34
20,June,0,4,4.70,23.0,26,12,2,10,20,1.57
21,2019-07-12,0,0,3.59,3.0,4,4,1,3,1,1.37
22,2019-07-17,0,1,3.65,6.0,6,3,0,1,3,1.36
23,July,0,1,7.00,9.0,10,7,1,4,4,1.56
24,2019-08-05,0,0,3.72,3.0,2,2,0,3,7,1.37
25,2019-08-10,0,1,3.68,6.0,3,2,1,1,3,1.33
26,2019-08-15,0,1,3.75,5.0,6,3,0,2,8,1.34
27,2019-08-20,0,1,4.05,3.0,6,5,2,3,3,1.38
28,2019-08-27,0,1,4.18,5.0,7,4,1,2,3,1.40
29,August,0,4,6.55,22.0,24,16,4,11,24,1.59
30,2019-09-01,0,1,4.45,4.2,8,6,0,3,4,1.44
31,2019-09-06,0,0,4.68,1.2,4,4,0,3,2,1.47
32,2019-09-12,0,1,4.77,5.0,7,4,1,1,8,1.48
33,2019-09-18,0,0,4.66,5.0,6,1,0,0,8,1.47
34,2019-09-24,0,1,4.59,6.0,6,2,0,2,5,1.46
35,2019-09-29,0,1,4.61,5.1,3,3,0,1,7,1.44
36,September,0,4,6.51,27.2,34,20,1,10,34,1.59
