,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-04-03,1,0,6.00,1,0,6.0,4,4,4,1,2,6,1.00
1,2021-04-11,0,0,4.50,1,0,4.0,4,1,1,0,3,3,1.30
2,2021-04-17,0,1,5.17,1,0,5.2,7,4,4,2,0,3,1.28
3,2021-04-23,1,0,4.64,1,0,5.2,4,2,2,1,2,9,1.22
4,2021-04-28,0,0,5.26,1,0,4.1,6,5,4,2,3,6,1.36
5,April,2,1,5.26,5,0,25.2,25,16,15,6,10,27,1.36
6,2021-05-04,0,0,5.23,1,0,5.1,3,3,3,0,3,3,1.32
7,2021-05-09,0,1,5.75,1,0,5.0,4,5,5,0,2,7,1.31
8,2021-05-15,1,0,5.02,1,0,7.0,2,1,1,1,2,7,1.19
9,2021-05-21,0,0,5.14,1,0,6.0,10,4,4,1,0,8,1.24
10,2021-05-26,0,0,4.83,1,0,5.0,2,1,1,0,4,9,1.24
11,2021-05-31,1,0,4.65,1,0,6.0,5,2,2,0,1,7,1.22
12,May,2,1,4.19,6,0,34.1,26,16,16,2,12,41,1.11
13,2021-06-05,0,1,4.84,1,0,7.0,7,5,5,3,1,5,1.21
14,2021-06-10,1,0,4.50,1,0,7.0,3,1,1,1,1,8,1.15
15,2021-06-15,0,1,4.63,1,0,5.2,7,4,4,1,0,5,1.15
16,2021-06-20,1,0,4.48,1,0,6.2,9,2,2,1,1,6,1.18
17,2021-06-25,0,1,5.12,1,0,5.0,11,9,9,0,2,2,1.26
18,2021-06-30,0,1,5.33,1,0,5.0,7,5,5,1,2,1,1.29
19,June,2,4,6.44,6,0,36.1,44,26,26,7,7,27,1.40
20,2021-07-05,0,1,5.36,1,0,6.0,3,4,4,1,3,6,1.27
21,2021-07-10,0,1,5.67,1,0,4.0,9,6,6,1,1,2,1.32
22,2021-07-20,1,0,5.45,1,0,6.0,5,2,1,0,1,5,1.30
23,2021-07-26,1,0,5.32,1,0,6.0,3,2,2,0,2,7,1.28
24,2021-07-31,0,1,5.31,1,0,7.0,5,4,4,2,1,6,1.25
25,July,2,3,5.28,5,0,29.0,25,18,17,4,8,26,1.14
26,2021-08-06,0,1,5.39,1,0,5.0,7,4,4,2,2,7,1.27
27,2021-08-13,0,1,5.35,1,0,6.0,6,3,3,2,1,7,1.27
28,2021-08-19,0,0,5.34,1,0,5.1,7,3,3,0,0,4,1.27
29,2021-08-25,0,0,5.30,1,0,6.0,6,3,3,2,1,3,1.27
30,August,0,2,5.24,4,0,22.1,26,13,13,6,4,21,1.34
31,2021-09-02,0,1,5.25,1,0,5.0,5,3,2,1,0,4,1.26
32,2021-09-08,0,0,5.05,1,0,6.0,5,0,0,0,0,3,1.24
33,September,0,1,1.64,2,0,11.0,10,3,2,1,0,7,0.91
