,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2018-05-23,0,1,4.76,1,0,5.2,6,3,3,0,1,6,1.24
1,May,0,1,4.76,1,0,5.2,6,3,3,0,1,6,1.24
2,2018-06-13,0,0,5.91,1,0,5.0,6,4,4,2,1,3,1.31
3,2018-06-18,0,1,5.63,1,0,5.1,7,3,3,1,2,4,1.44
4,2018-06-23,0,1,5.32,1,0,6.0,8,3,3,0,2,3,1.50
5,2018-06-29,1,0,6.00,1,0,5.0,8,5,5,2,3,3,1.63
6,June,1,2,6.33,4,0,21.1,29,15,15,5,8,13,1.73
7,2018-07-04,0,0,5.79,1,0,1.0,2,0,0,0,0,0,1.64
8,July,0,0,0.00,1,0,1.0,2,0,0,0,0,0,2.00
9,2018-09-04,0,0,6.00,1,0,5.0,4,4,4,1,2,7,1.58
10,2018-09-11,1,0,5.12,1,0,5.2,2,0,0,0,2,9,1.45
11,2018-09-17,0,0,5.02,1,0,4.1,2,2,2,0,4,6,1.44
12,2018-09-23,0,0,5.24,1,0,3.1,5,3,3,0,4,2,1.53
13,2018-09-30,0,1,5.54,1,0,4.0,5,4,4,2,1,3,1.53
14,September,1,1,5.24,5,0,22.1,18,13,13,3,13,27,1.39
