,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-04-01,0,0,3.60,5.0,6,2,0,2,8,1.60
1,2021-04-07,0,0,9.00,2.0,8,5,1,1,3,2.43
2,2021-04-13,0,1,11.45,4.0,9,7,2,2,3,2.55
3,April,0,1,11.45,11.0,23,14,3,5,14,2.55
4,2021-05-05,1,0,8.44,5.0,4,1,1,1,6,2.06
5,2021-05-12,0,0,6.55,6.0,2,1,0,3,4,1.73
6,2021-05-17,0,1,5.46,6.0,5,1,0,2,8,1.61
7,2021-05-23,1,0,4.63,7.0,4,1,0,3,2,1.49
8,May,2,1,1.50,24.0,15,4,1,9,20,1.00
9,2021-06-01,0,1,5.12,3.2,6,4,0,2,7,1.55
10,2021-06-06,1,0,4.63,6.0,6,1,0,0,4,1.48
11,2021-06-12,0,1,4.62,6.0,5,3,2,2,4,1.44
12,2021-06-18,1,0,4.21,7.0,2,1,0,2,6,1.34
13,2021-06-30,1,0,4.16,5.0,3,2,1,2,7,1.31
14,June,3,2,3.58,27.2,22,11,3,8,28,1.08
15,2021-07-05,0,1,4.66,5.0,7,6,1,2,5,1.34
16,2021-07-10,1,0,4.71,5.0,9,3,1,1,5,1.39
17,2021-07-17,1,0,4.29,7.0,4,0,0,1,7,1.33
18,2021-07-23,0,1,4.46,5.0,6,4,1,4,6,1.37
19,2021-07-28,0,1,4.32,7.0,5,2,1,2,9,1.34
20,July,2,3,4.66,29.0,31,15,4,10,32,1.41
21,2021-08-03,1,0,4.05,6.0,4,0,0,1,7,1.31
22,2021-08-08,1,0,3.91,6.0,7,1,0,1,5,1.31
23,2021-08-14,1,0,3.78,6.0,5,1,0,0,7,1.29
24,2021-08-20,1,0,3.49,9.0,4,0,0,0,4,1.22
25,2021-08-27,0,0,3.54,6.0,5,3,1,0,5,1.20
26,August,4,0,1.36,33.0,25,5,1,2,28,0.82
27,2021-09-01,0,0,3.51,6.0,3,2,2,1,9,1.18
28,2021-09-07,0,0,3.42,6.0,6,1,0,4,5,1.20
29,2021-09-12,0,0,3.47,6.0,4,3,1,1,7,1.18
30,2021-09-19,1,0,3.31,7.0,3,0,0,1,5,1.16
31,2021-09-24,1,0,3.12,9.0,3,0,0,0,4,1.11
32,2021-09-29,1,0,3.04,7.0,4,1,0,0,6,1.09
33,September,3,0,1.54,41.0,23,7,3,7,36,0.73
