,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2021-04-01,0,0,0.00,0,0,1.0,0,0,0,0,0,1,0.00
1,2021-04-03,0,0,0.00,0,0,1.0,0,0,0,0,0,3,0.00
2,2021-04-06,0,0,0.00,0,0,1.0,2,0,0,0,0,1,0.67
3,2021-04-10,0,1,0.00,0,0,2.0,1,1,0,0,0,0,0.60
4,2021-04-15,0,0,0.00,0,0,0.1,1,0,0,0,1,1,0.94
5,2021-04-21,0,0,0.00,0,0,2.1,2,0,0,0,0,3,0.91
6,2021-04-23,0,0,0.00,0,1,0.2,0,0,0,0,0,1,0.84
7,2021-04-26,0,0,0.00,0,0,1.0,2,0,0,0,0,1,0.96
8,April,0,1,0.00,0,1,9.1,8,1,0,0,1,11,0.96
9,2021-05-03,0,0,1.74,0,1,1.0,2,2,2,1,0,1,1.06
10,2021-05-04,0,0,3.09,0,0,1.1,3,2,2,1,0,1,1.20
11,2021-05-06,0,0,2.77,0,0,1.1,0,0,0,0,0,4,1.08
12,2021-05-13,0,0,3.21,0,0,1.0,2,1,1,0,1,2,1.21
13,2021-05-16,0,1,3.00,0,0,1.0,1,1,0,0,0,2,1.20
14,2021-05-18,1,0,2.81,0,0,1.0,1,0,0,0,0,2,1.19
15,2021-05-20,0,0,2.65,0,0,1.0,0,0,0,0,1,3,1.18
16,2021-05-22,0,0,2.50,0,0,1.0,2,0,0,0,0,0,1.22
17,2021-05-23,0,0,2.37,0,0,1.0,1,0,0,0,0,2,1.21
18,2021-05-25,0,0,2.21,0,1,1.1,0,0,0,0,1,0,1.18
19,2021-05-29,0,0,2.95,0,1,1.0,2,2,2,1,0,2,1.22
20,2021-05-31,1,0,2.82,0,0,1.0,0,0,0,0,0,1,1.16
21,May,2,1,4.85,0,3,13.0,14,8,7,3,3,20,1.31
22,2021-06-05,0,0,2.70,0,0,1.0,0,0,0,0,0,2,1.11
23,2021-06-06,0,0,2.59,0,1,1.0,0,0,0,0,1,1,1.11
24,2021-06-08,0,1,3.20,0,0,1.0,3,2,2,0,0,0,1.18
25,2021-06-11,0,0,3.16,0,0,0.1,0,0,0,0,0,1,1.17
26,2021-06-12,0,0,3.04,0,1,1.0,0,0,0,0,0,2,1.13
27,2021-06-16,0,0,2.93,0,0,1.0,0,0,0,0,0,1,1.08
28,2021-06-18,0,0,2.83,0,0,1.0,0,0,0,0,0,1,1.05
29,2021-06-19,0,0,2.73,0,1,1.0,1,0,0,0,0,2,1.04
30,2021-06-21,0,0,2.67,0,0,0.2,2,0,0,0,0,1,1.09
31,2021-06-24,0,0,2.61,0,0,0.2,2,0,0,0,0,0,1.13
32,2021-06-25,0,0,2.53,0,0,1.0,0,0,0,0,0,0,1.09
33,June,0,1,1.86,0,3,9.2,8,2,2,0,1,11,0.93
34,2021-07-02,0,0,2.73,0,0,1.0,1,1,1,0,1,2,1.12
35,2021-07-04,0,0,2.65,0,0,1.0,0,0,0,0,1,2,1.12
36,2021-07-05,0,0,2.52,0,0,1.2,0,0,0,0,0,4,1.07
37,2021-07-08,0,0,2.45,0,1,1.0,0,0,0,0,0,1,1.04
38,2021-07-11,0,0,3.35,0,0,1.0,3,4,4,1,1,3,1.12
39,2021-07-17,0,1,3.52,0,0,0.2,2,2,1,0,0,2,1.15
40,2021-07-19,0,0,3.43,0,0,1.0,1,0,0,0,0,1,1.14
41,2021-07-23,0,0,3.35,0,1,1.0,1,0,0,0,0,2,1.14
42,2021-07-26,0,0,3.35,0,0,0.0,0,0,0,0,0,0,1.14
43,July,0,1,6.48,0,2,8.1,8,7,6,1,3,17,1.32
