,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2021-04-08,0,0,6.75,5.1,3,4,2,1,7,0.75
1,2021-04-14,0,1,5.23,5.0,6,2,1,2,5,1.16
2,2021-04-20,1,0,5.68,2.1,2,2,1,0,2,1.11
3,2021-04-24,0,1,8.40,2.1,6,6,2,2,3,1.47
4,April,1,2,8.40,15.0,17,14,6,5,17,1.47
5,2021-05-01,1,0,6.20,5.1,3,0,0,2,9,1.33
6,2021-05-07,1,0,5.19,5.2,6,1,0,3,4,1.38
7,2021-05-14,0,0,4.78,6.0,6,2,1,2,7,1.38
8,2021-05-20,0,1,5.56,2.0,3,4,1,4,1,1.50
9,2021-05-26,1,0,5.40,6.0,4,3,2,2,7,1.43
10,May,3,1,3.60,25.0,22,10,4,13,28,1.40
11,2021-06-03,0,1,5.82,3.1,6,4,1,2,5,1.50
12,2021-06-09,1,0,5.22,6.2,5,1,0,2,6,1.44
13,2021-06-16,0,0,5.07,5.0,3,2,1,2,2,1.40
14,2021-06-25,0,0,4.95,5.0,6,2,0,2,4,1.42
15,June,1,1,4.05,20.0,20,9,2,8,17,1.40
16,2021-07-02,0,0,5.60,2.2,6,6,2,2,0,1.48
17,July,0,0,20.25,2.2,6,6,2,2,0,3.00
