,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2018-04-11,1,0,1.80,1,0,5.0,1,1,1,1,3,3,0.80
1,2018-04-22,0,1,3.86,1,0,2.0,5,2,2,0,1,1,1.43
2,April,1,1,3.86,2,0,7.0,6,3,3,1,4,4,1.43
3,2018-05-03,1,0,3.46,1,0,6.0,4,2,2,0,2,2,1.23
4,2018-05-09,1,0,2.45,1,0,5.1,5,0,0,0,1,7,1.20
5,2018-05-15,0,0,2.13,1,0,7.0,4,1,1,0,0,7,1.03
6,2018-05-26,1,0,2.97,1,0,5.0,6,4,4,3,1,4,1.09
7,May,3,0,2.70,4,0,23.1,19,7,7,3,4,20,0.99
8,2018-06-01,1,0,2.48,1,0,6.0,4,0,0,0,1,6,1.05
9,2018-06-12,0,1,2.61,1,0,5.0,8,3,2,2,0,2,1.11
10,2018-06-18,0,1,3.57,1,0,4.0,6,6,6,2,1,5,1.17
11,2018-06-23,0,0,3.40,1,0,5.0,4,1,1,1,4,5,1.21
12,2018-06-28,0,1,3.40,1,0,5.1,4,2,2,1,2,4,1.20
13,June,1,3,3.91,5,0,25.1,26,12,11,6,8,22,1.34
14,2018-07-05,0,1,3.39,1,0,5.1,5,2,2,0,3,1,1.23
15,2018-07-11,0,1,3.55,1,0,5.0,5,3,3,1,0,5,1.21
16,2018-07-23,0,1,3.80,1,0,5.0,4,4,4,1,3,2,1.23
17,2018-07-28,1,0,3.74,1,0,6.0,5,2,2,2,0,2,1.19
18,July,1,3,4.64,4,0,21.1,19,11,11,4,6,10,1.17
19,2018-08-03,0,0,3.84,1,0,5.0,6,3,3,0,2,3,1.22
20,2018-08-08,1,0,3.59,1,0,5.2,5,0,0,0,1,5,1.21
21,2018-08-14,1,0,3.50,1,0,5.0,6,1,1,1,1,7,1.22
22,2018-08-19,0,0,3.41,1,0,5.0,7,1,1,0,1,5,1.24
23,2018-08-25,0,1,3.67,1,0,3.0,5,4,4,0,2,1,1.27
24,2018-08-31,1,0,3.46,1,0,6.0,3,0,0,0,1,4,1.24
25,August,3,1,2.73,6,0,29.2,32,9,9,1,8,25,1.35
26,2018-09-05,1,0,3.30,1,0,5.0,2,0,0,0,3,5,1.23
27,2018-09-10,0,1,3.53,1,0,3.0,3,4,4,1,4,2,1.26
28,2018-09-16,0,0,3.61,1,0,5.0,6,3,3,1,1,3,1.26
29,2018-09-22,0,0,3.54,1,0,5.0,4,1,1,0,3,3,1.27
30,2018-09-28,0,0,3.41,1,0,4.2,0,0,0,0,6,4,1.27
31,September,1,1,3.18,5,0,22.2,15,8,8,2,17,17,1.41
