,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2019-06-28,1,0,3.60,1,0,5.0,6,2,2,1,0,3,1.20
1,June,1,0,3.60,1,0,5.0,6,2,2,1,0,3,1.20
2,2019-07-03,0,0,3.27,1,0,6.0,8,4,2,1,1,2,1.36
3,2019-07-13,0,0,5.02,0,0,3.1,7,5,4,1,2,1,1.67
4,2019-07-18,0,1,7.02,1,0,2.1,8,5,5,2,1,1,1.98
5,2019-07-23,0,0,6.62,0,0,1.0,0,0,0,0,0,0,1.87
6,2019-07-26,0,0,6.10,0,0,3.0,2,1,1,1,0,3,1.69
7,2019-07-28,0,0,6.35,0,0,2.0,3,2,2,1,0,2,1.68
8,July,0,1,7.13,2,0,17.2,28,17,14,6,4,9,1.81
9,2019-08-03,0,1,5.72,1,0,5.2,3,2,2,2,1,6,1.48
10,2019-08-09,0,1,5.35,1,0,5.1,4,2,2,2,4,4,1.49
11,2019-08-14,0,0,5.63,1,0,4.2,6,4,4,1,2,3,1.51
12,2019-08-18,0,0,6.10,0,0,3.0,8,4,4,2,1,2,1.62
13,2019-08-22,1,0,5.51,1,0,6.0,3,1,1,1,0,8,1.48
14,2019-08-28,0,1,5.96,1,0,4.0,6,5,5,1,2,5,1.52
15,2019-08-31,0,0,6.45,0,0,0.1,1,3,3,0,2,0,1.57
16,August,1,3,6.52,5,0,29.0,31,21,21,9,12,28,1.48
17,2019-09-02,0,1,6.79,1,0,2.2,4,4,4,0,6,0,1.67
18,2019-09-17,0,0,6.98,1,0,5.0,7,5,5,2,4,2,1.72
19,2019-09-25,1,0,6.85,1,0,5.0,5,3,3,1,0,1,1.66
20,2019-09-29,0,0,6.59,1,0,5.1,5,2,2,1,1,3,1.62
21,September,1,1,7.00,4,0,18.0,21,14,14,4,11,6,1.78
