,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2020-07-26,0,0,27.00,0,0,0.2,3,2,2,0,0,0,4.50
1,July,0,0,27.00,0,0,0.2,3,2,2,0,0,0,4.50
2,2020-08-16,0,0,7.71,0,0,4.0,3,2,2,0,0,5,1.29
3,2020-08-21,0,0,9.35,0,0,4.0,5,5,5,1,2,3,1.50
4,2020-08-25,0,0,8.38,0,0,1.0,1,0,0,0,1,0,1.55
5,2020-08-30,0,0,7.53,1,0,4.2,3,3,3,0,3,3,1.47
6,August,0,0,6.59,1,0,13.2,12,10,10,1,6,11,1.32
7,2020-09-04,1,0,5.59,1,0,5.0,3,3,0,0,1,2,1.29
8,2020-09-09,0,0,6.38,1,0,4.2,6,5,5,2,1,6,1.33
9,2020-09-14,1,0,5.23,1,0,7.0,5,1,1,1,2,3,1.26
10,2020-09-19,0,1,5.11,1,0,6.0,8,3,3,2,1,5,1.30
11,2020-09-25,0,1,6.69,1,0,2.0,9,8,8,1,1,1,1.49
12,September,2,2,6.20,5,0,24.2,31,20,17,6,6,17,1.50
