,date,W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
0,2019-03-28,0,0,36.00,0,0,1.0,2,4,4,1,2,0,4.00
1,March,0,0,12.00,0,0,3.0,4,4,4,1,2,4,2.00
2,2019-03-31,0,0,12.00,0,0,2.0,2,0,0,0,0,4,2.00
3,2019-04-03,1,0,9.00,0,0,1.0,1,0,0,0,0,1,1.75
4,2019-04-06,0,0,7.71,0,0,0.2,0,0,0,0,0,1,1.50
5,2019-04-08,0,0,6.35,0,0,1.0,1,0,0,0,0,1,1.41
6,2019-04-09,0,0,5.40,0,0,1.0,1,0,0,0,1,3,1.50
7,2019-04-11,0,0,4.70,0,0,1.0,1,0,0,0,1,1,1.57
8,2019-04-14,0,0,4.32,0,0,0.2,2,0,0,0,0,1,1.68
9,2019-04-16,0,0,3.86,0,0,1.0,1,0,0,0,1,2,1.71
10,2019-04-20,1,0,3.48,0,0,1.0,0,0,0,0,0,1,1.55
11,2019-04-24,0,0,3.18,0,0,1.0,0,0,0,0,1,0,1.50
12,2019-04-27,0,0,2.70,0,0,2.0,0,0,0,0,0,0,1.28
13,2019-04-28,0,0,2.57,0,1,0.2,0,0,0,0,0,0,1.21
14,April,2,0,0.00,0,1,11.0,7,0,0,0,4,11,1.00
15,2019-05-02,0,0,2.40,0,0,1.0,1,0,0,0,0,2,1.20
16,2019-05-05,0,0,2.25,0,1,1.0,1,0,0,0,0,2,1.19
17,2019-05-09,0,0,2.65,0,0,1.0,2,1,1,1,1,1,1.29
18,2019-05-10,0,0,2.50,0,1,1.0,0,0,0,0,0,2,1.22
19,2019-05-12,0,0,2.25,0,1,2.0,2,0,0,0,0,2,1.20
20,2019-05-15,0,0,2.05,0,1,2.0,0,0,0,0,0,3,1.09
21,2019-05-17,0,0,2.01,0,1,0.1,0,0,0,0,0,1,1.07
22,2019-05-18,0,0,2.31,0,0,1.0,2,1,1,0,1,2,1.16
23,2019-05-21,0,1,3.38,0,0,0.2,4,3,3,0,0,1,1.29
24,2019-05-23,1,0,3.12,0,0,2.0,1,0,0,0,0,3,1.23
25,2019-05-26,0,0,3.00,0,1,1.0,1,0,0,0,0,2,1.22
26,May,1,1,3.46,0,6,13.0,14,5,5,1,2,21,1.23
27,2019-06-01,0,0,2.83,0,1,1.2,1,0,0,0,0,5,1.19
28,2019-06-02,0,0,3.03,0,0,1.0,1,1,1,1,0,1,1.18
29,2019-06-08,0,0,2.90,0,1,1.1,1,0,0,0,1,3,1.19
30,2019-06-09,0,0,3.09,0,0,1.0,2,1,1,0,0,3,1.22
31,2019-06-11,0,0,3.09,0,0,0.0,0,0,0,0,0,0,1.22
32,2019-06-12,0,0,3.27,0,0,1.0,1,1,1,1,0,1,1.21
33,2019-06-13,0,0,3.18,0,1,1.0,2,1,0,0,0,0,1.24
34,2019-06-15,0,1,3.09,0,0,1.0,2,2,0,0,0,0,1.26
35,2019-06-19,0,0,3.00,0,0,1.0,0,0,0,0,0,2,1.22
36,2019-06-22,0,0,2.92,0,0,1.0,0,0,0,0,2,1,1.24
37,2019-06-23,0,0,3.08,0,1,1.0,2,1,1,0,1,0,1.29
38,2019-06-25,0,0,3.00,0,1,1.0,0,0,0,0,0,2,1.26
39,2019-06-28,0,0,2.93,0,0,1.0,0,0,0,0,0,1,1.23
40,2019-06-29,0,0,2.85,0,1,1.0,0,0,0,0,1,2,1.22
41,June,0,1,2.57,0,6,14.0,12,7,4,2,5,21,1.21
42,2019-07-04,0,0,2.79,0,0,1.0,0,0,0,0,1,0,1.21
43,2019-07-05,1,0,2.72,0,0,1.0,1,0,0,0,0,2,1.21
44,2019-07-07,0,0,2.66,0,1,1.0,3,0,0,0,1,0,1.27
45,2019-07-12,0,0,2.80,0,1,1.0,1,1,1,0,1,2,1.29
46,2019-07-13,0,0,2.93,0,1,1.0,2,1,1,1,2,1,1.35
47,2019-07-15,0,0,2.87,0,1,1.0,0,0,0,0,0,2,1.32
48,2019-07-19,1,0,3.19,0,0,1.0,2,2,2,1,0,2,1.33
49,2019-07-24,0,0,3.12,0,0,1.0,1,0,0,0,0,1,1.33
50,2019-07-30,0,0,3.60,0,0,1.0,3,3,3,1,1,0,1.38
51,2019-07-31,0,0,3.96,0,0,0.0,2,2,2,0,0,0,1.42
52,July,2,0,9.00,0,4,9.0,15,9,9,3,6,10,2.33
53,2019-08-03,1,0,3.88,0,0,1.0,0,0,0,0,0,3,1.39
54,2019-08-06,0,0,3.83,0,0,0.2,0,0,0,0,2,0,1.41
55,2019-08-07,0,0,3.78,0,0,0.2,2,0,0,0,0,0,1.43
56,2019-08-10,0,0,3.74,0,0,0.2,1,0,0,0,1,1,1.45
57,2019-08-11,0,0,3.67,0,1,1.0,3,0,0,0,0,0,1.48
58,2019-08-13,0,0,3.60,0,0,1.0,0,0,0,0,0,2,1.45
59,2019-08-15,0,0,3.54,0,0,1.0,2,0,0,0,0,1,1.46
60,2019-08-17,0,0,3.63,0,0,1.0,1,1,1,1,1,2,1.47
61,2019-08-20,0,0,3.57,0,0,1.0,0,0,0,0,0,2,1.45
62,2019-08-22,0,0,3.51,0,0,1.0,0,0,0,0,0,2,1.42
63,2019-08-23,1,0,3.39,0,0,2.0,1,0,0,0,0,2,1.39
64,2019-08-26,0,0,3.34,0,0,1.0,0,0,0,0,0,1,1.37
65,2019-08-28,1,0,3.41,0,0,1.1,2,1,1,0,1,2,1.39
66,2019-08-30,0,0,3.50,0,0,1.0,1,1,1,1,0,3,1.38
67,August,3,0,1.88,0,1,14.1,13,3,3,2,5,21,1.26
68,2019-09-01,0,0,3.58,0,0,1.0,2,1,1,0,1,2,1.41
69,2019-09-06,0,0,3.97,0,0,0.1,3,3,3,1,0,1,1.45
70,2019-09-12,0,0,3.92,0,0,1.0,1,0,0,0,0,2,1.44
71,2019-09-14,0,0,3.86,0,0,1.0,0,0,0,0,0,2,1.42
72,2019-09-18,0,0,3.80,0,0,1.0,0,0,0,0,1,2,1.41
73,2019-09-19,0,0,3.88,0,0,1.0,2,1,1,0,0,1,1.42
74,2019-09-22,0,0,3.95,0,0,1.0,3,1,1,0,0,2,1.44
75,2019-09-25,1,0,3.88,0,0,1.1,0,0,0,0,0,4,1.42
76,2019-09-29,0,0,3.84,0,0,0.2,0,0,0,0,0,2,1.40
77,September,1,0,6.48,0,0,8.1,11,6,6,1,2,18,1.56
