,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2018-04-01,1,0,0.00,6.0,5,0,0,3,5,1.33
1,2018-04-07,0,0,2.70,4.0,5,3,1,2,6,1.50
2,2018-04-14,0,1,6.00,5.0,7,7,2,2,5,1.60
3,April,1,1,6.00,15.0,17,10,3,7,16,1.60
4,2018-05-08,0,0,7.11,4.0,7,5,3,2,5,1.74
5,2018-05-13,0,1,6.20,5.2,6,2,1,4,4,1.74
6,2018-05-19,0,0,6.20,0.0,0,0,0,0,0,1.74
7,May,0,1,6.52,9.2,13,7,4,6,9,1.97
8,2018-06-19,0,0,4.99,6.0,3,0,0,2,6,1.57
9,2018-06-24,0,0,5.30,5.0,5,4,1,1,5,1.51
10,2018-06-29,0,1,4.68,6.2,6,1,1,0,10,1.42
11,June,0,1,2.55,17.2,14,5,2,3,21,0.96
12,2018-07-04,1,0,4.56,5.0,4,2,0,1,5,1.37
13,2018-07-10,0,1,4.64,7.0,8,4,2,1,7,1.36
14,2018-07-14,0,0,4.55,1.0,0,0,0,2,2,1.37
15,2018-07-20,1,0,4.26,6.0,5,1,0,4,9,1.39
16,2018-07-26,1,0,3.82,7.0,3,0,0,1,8,1.30
17,July,3,1,2.42,26.0,20,7,2,9,31,1.12
18,2018-08-01,0,0,3.63,6.0,6,1,0,1,4,1.29
19,2018-08-07,1,0,3.62,5.1,3,2,1,4,5,1.29
20,2018-08-12,0,0,3.57,6.0,4,2,1,0,4,1.25
21,2018-08-18,0,0,3.73,6.0,4,4,1,5,8,1.27
22,2018-08-24,1,0,3.50,6.0,2,0,0,1,8,1.22
23,2018-08-30,0,1,3.59,5.0,6,3,1,0,7,1.22
24,August,2,1,3.15,34.1,25,12,4,11,36,1.05
25,2018-09-04,1,0,3.73,6.0,7,4,2,1,8,1.22
26,2018-09-09,1,0,3.88,5.0,4,4,1,0,7,1.21
27,2018-09-15,1,0,4.02,5.0,2,4,1,4,8,1.21
28,2018-09-22,1,0,3.87,7.0,4,1,1,0,7,1.17
29,2018-09-30,1,0,3.66,7.0,2,0,0,0,7,1.12
30,September,5,0,3.90,30.0,19,13,5,5,37,0.80
