,date,W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
0,2020-07-26,0,0,0.00,2.0,3,0,0,2,5,2.50
1,2020-07-31,0,0,5.40,3.0,4,3,2,0,4,1.80
2,July,0,0,5.40,5.0,7,3,2,2,9,1.80
3,2020-08-07,0,0,3.38,3.0,0,0,0,2,5,1.38
4,2020-08-12,1,0,2.08,5.0,4,0,0,0,6,1.15
5,2020-08-18,1,0,3.00,5.0,4,3,2,2,3,1.17
6,2020-08-24,0,0,3.04,5.2,4,2,1,1,9,1.10
7,2020-08-30,1,0,3.14,5.0,4,2,2,2,5,1.12
8,August,3,0,2.66,23.2,16,7,5,7,28,0.97
9,2020-09-05,0,1,3.74,5.0,6,4,1,3,8,1.22
10,2020-09-11,1,0,3.23,5.1,5,0,0,2,5,1.23
11,2020-09-17,0,0,3.05,5.1,2,1,0,1,4,1.15
12,2020-09-22,0,1,3.24,5.2,6,3,2,3,9,1.20
13,September,1,2,3.38,21.1,19,8,3,9,26,1.31
