W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2021-04-02,0,0,0.0,1.0,1,0,0,0,1,1.0
2021-04-04,0,0,0.0,1.0,0,0,0,2,2,1.5
2021-04-06,0,0,0.0,1.0,0,0,0,1,0,1.33
2021-04-11,0,0,0.0,1.1,0,0,0,1,0,1.15
2021-04-13,0,0,0.0,1.0,0,0,0,0,1,0.94
2021-04-15,0,0,1.42,1.0,1,1,1,0,1,0.95
2021-04-18,0,0,2.45,1.0,2,1,0,1,0,1.23
2021-04-21,0,0,2.08,1.1,1,0,0,0,2,1.15
2021-04-23,1,0,1.8,1.1,1,0,0,0,3,1.1
2021-04-29,0,0,3.18,1.1,2,2,2,0,2,1.15
2021-05-01,0,0,3.65,1.0,2,1,0,0,3,1.22
2021-05-05,0,0,3.38,1.0,1,0,0,0,1,1.2
2021-05-07,0,0,3.77,1.0,1,1,1,0,1,1.19
2021-05-11,0,0,3.31,2.0,2,0,0,0,4,1.16
2021-05-20,0,0,3.18,0.2,3,0,0,1,1,1.35
2021-05-23,0,0,3.0,1.0,0,0,0,0,2,1.28
2021-05-25,0,0,2.79,1.1,1,0,0,1,1,1.29
2021-05-29,0,0,2.75,0.1,1,0,0,0,1,1.32
2021-06-01,0,0,3.15,0.1,1,1,0,2,0,1.45
2021-06-02,0,0,3.05,0.2,1,0,0,0,0,1.45
2021-06-04,0,0,2.78,2.0,0,0,0,1,5,1.37
2021-06-07,1,0,2.63,1.1,0,0,0,1,2,1.33
2021-06-11,0,0,2.92,0.2,1,1,1,0,0,1.34
2021-06-15,1,0,2.81,1.0,0,0,0,0,1,1.29
2021-06-16,0,0,2.96,1.2,2,1,1,1,2,1.32
2021-06-19,0,0,2.86,1.0,0,0,0,0,1,1.27
2021-06-22,0,0,2.79,0.2,0,0,0,1,0,1.28
2021-06-25,0,0,2.67,1.1,0,0,0,1,2,1.25
2021-06-26,0,0,2.67,0.0,0,0,0,3,0,1.35
2021-06-28,1,0,2.56,1.1,1,0,0,0,1,1.33
2021-07-03,0,0,2.48,1.0,0,0,0,1,0,1.32
2021-07-05,0,0,2.65,1.1,1,1,1,0,2,1.29
2021-07-07,0,0,2.57,1.0,1,0,0,0,0,1.29
2021-07-10,0,0,2.48,1.1,0,0,0,0,0,1.24
2021-07-11,0,0,2.45,0.1,0,0,0,0,1,1.23
2021-07-16,0,0,2.43,0.1,0,0,0,0,0,1.22
2021-07-17,0,1,2.89,0.1,2,2,2,0,1,1.26
2021-07-19,0,0,2.87,0.1,0,0,0,0,0,1.25
2021-07-30,0,0,2.79,1.0,1,0,0,2,1,1.29
2021-08-03,0,0,2.72,1.0,0,0,0,1,1,1.29
2021-08-04,0,0,2.66,1.0,1,0,0,1,2,1.3
2021-08-08,0,0,3.05,0.2,0,2,0,2,0,1.33
2021-08-10,0,0,3.0,0.2,0,0,0,0,1,1.31
2021-08-14,0,0,2.93,1.0,1,0,0,1,0,1.33
2021-08-17,0,0,2.91,0.1,0,0,0,0,0,1.32
2021-08-20,0,0,2.84,1.0,0,0,0,0,2,1.29
2021-08-21,0,0,2.82,0.1,1,0,0,0,1,1.3
2021-08-24,0,0,3.18,0.2,2,2,0,1,1,1.35
2021-08-25,0,0,3.15,0.1,1,0,0,1,0,1.38
2021-08-28,0,0,3.09,1.0,1,0,0,2,1,1.41
2021-09-14,0,0,3.06,0.1,2,0,0,0,1,1.45
2021-09-17,0,0,3.0,1.0,1,0,0,0,1,1.44
2021-09-19,1,0,3.31,1.0,1,2,0,2,2,1.47
2021-09-24,0,0,3.16,2.1,3,0,0,1,2,1.48
2021-10-03,0,0,3.06,1.2,1,0,0,0,1,1.45
