W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-07-14,0,1,14.54,4.1,9,7,1,3,3,2.77
2018-09-14,0,0,11.81,1.0,0,0,0,0,0,2.25
2018-09-22,1,0,6.1,5.0,1,0,0,2,5,1.45
2018-09-30,0,0,6.57,2.0,2,2,2,1,3,1.46
2019-06-23,0,0,3.0,6.0,4,2,2,0,7,0.67
2019-06-29,0,0,4.35,4.1,6,3,0,2,3,1.16
2019-07-05,0,0,5.52,4.1,5,4,0,3,6,1.36
2019-07-16,1,0,4.35,6.0,4,1,1,1,4,1.21
2019-09-02,0,0,3.91,2.1,2,0,0,0,4,1.17
2019-09-07,0,1,4.0,4.0,3,2,2,2,6,1.19
2019-09-14,0,0,3.58,5.2,4,1,0,2,6,1.16
2019-09-22,0,0,3.35,5.0,3,1,0,3,3,1.17
2019-09-27,1,0,3.3,6.0,2,2,0,0,5,1.05
2020-07-28,0,1,3.6,5.0,4,2,2,0,2,0.8
2020-08-08,0,0,1.8,5.0,1,0,0,1,5,0.6
2020-08-13,0,1,3.21,4.0,6,3,2,2,2,1.0
2020-08-18,0,0,5.0,4.0,9,5,1,3,3,1.44
2020-08-24,0,1,6.65,3.2,6,6,0,3,3,1.62
2020-08-30,0,1,7.99,2.0,6,5,2,1,3,1.77
2020-09-04,0,1,8.26,4.2,7,5,3,2,5,1.8
2020-09-10,0,0,7.99,4.1,2,3,1,2,4,1.68
2020-09-16,0,0,7.17,5.0,4,1,0,3,6,1.65
2020-09-22,1,0,6.25,7.0,3,1,1,1,7,1.48
2020-09-27,1,0,6.34,5.0,9,4,2,0,4,1.51
2021-04-10,0,0,0.0,0.2,0,0,0,1,1,1.5
2021-04-13,0,0,0.0,1.0,1,0,0,0,1,1.2
2021-04-14,0,0,0.0,1.0,0,0,0,0,1,0.75
2021-04-18,0,0,1.93,2.0,3,1,0,2,1,1.5
2021-04-23,0,0,3.18,1.0,3,1,0,1,2,1.94
2021-04-25,0,0,2.08,3.0,1,0,0,0,4,1.38
2021-05-01,0,0,1.86,1.0,0,0,0,1,3,1.34
2021-05-04,0,0,1.69,1.0,0,0,0,0,0,1.22
2021-05-06,0,0,1.42,2.0,0,0,0,0,1,1.03
2021-05-09,0,0,1.23,2.0,1,0,0,3,2,1.16
2021-05-13,0,0,1.15,1.0,0,0,0,0,1,1.09
2021-05-15,0,0,2.16,1.0,2,2,1,0,1,1.14
2021-05-18,0,0,2.04,1.0,1,0,0,0,0,1.13
2021-05-20,0,0,2.29,2.0,3,1,1,0,2,1.17
2021-05-22,0,0,2.49,2.0,2,1,1,1,3,1.2
2021-05-26,1,0,2.28,2.0,2,0,0,0,1,1.18
2021-05-30,0,0,2.55,1.0,2,1,1,0,0,1.22
2021-06-01,1,0,2.93,3.0,1,2,1,1,3,1.16
2021-06-06,0,0,2.73,2.0,0,0,0,0,2,1.08
2021-06-19,0,0,2.64,1.0,1,0,0,0,1,1.08
2021-06-22,0,0,2.48,2.0,0,0,0,1,2,1.04
2021-06-23,0,0,3.0,0.1,1,2,0,1,1,1.09
2021-06-26,0,0,2.91,1.0,1,0,0,1,1,1.12
2021-06-27,0,0,2.83,1.0,1,0,0,0,1,1.11
2021-06-29,0,0,2.75,1.0,0,0,0,0,1,1.08
2021-07-02,0,0,3.75,0.0,3,4,0,1,0,1.19
2021-07-03,0,0,3.65,1.0,0,0,0,0,1,1.16
2021-07-05,0,0,3.55,1.0,0,0,0,0,1,1.13
2021-07-08,0,0,3.43,1.1,1,0,0,0,1,1.12
2021-07-11,0,0,3.35,1.0,0,0,0,1,0,1.12
2021-07-20,1,0,3.92,1.0,2,3,1,1,1,1.16
2021-07-24,0,0,4.25,1.0,3,2,0,1,2,1.23
2021-07-26,0,0,4.81,0.2,4,3,1,0,0,1.3
2021-08-22,0,0,4.7,1.0,2,0,0,1,0,1.34
2021-08-25,0,0,4.6,1.0,1,0,0,1,1,1.36
2021-08-29,0,0,4.5,1.0,0,0,0,0,1,1.33
2021-09-02,0,0,4.4,1.0,0,0,0,0,2,1.3
2021-09-03,0,1,4.88,1.0,3,3,0,2,2,1.38
2021-09-05,0,0,6.0,0.0,5,6,2,1,0,1.5
2021-09-08,1,0,5.98,1.2,1,1,1,2,3,1.51
2021-09-13,0,0,5.86,1.0,0,0,0,0,1,1.48
2021-09-14,0,0,5.75,1.0,0,0,0,0,2,1.45
2021-09-19,0,0,5.71,0.1,0,0,0,1,0,1.46
2021-09-20,0,0,5.81,0.2,2,1,0,1,0,1.5
2021-09-22,0,0,5.7,1.0,1,0,0,0,0,1.49
2021-09-24,0,0,5.6,1.0,1,0,0,1,1,1.5
2021-09-27,0,0,5.53,0.2,1,0,0,0,0,1.5
2021-09-29,0,0,5.43,1.0,1,0,0,1,2,1.51
2021-10-02,0,0,5.34,1.0,0,0,0,0,2,1.48
