W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-04-24,0,1,18.0,3.0,6,6,1,4,3,3.33
2018-04-30,0,0,10.13,5.0,7,3,0,2,7,2.38
2018-05-06,1,0,5.79,6.0,7,0,0,1,5,1.93
2018-05-11,0,1,8.27,2.1,7,6,4,1,0,2.14
2018-05-17,0,0,8.14,4.2,6,4,0,3,3,2.1
2018-05-22,0,0,6.67,6.0,6,1,1,2,7,1.93
2018-05-28,0,1,7.67,2.1,7,5,0,2,3,2.08
2018-06-02,1,0,6.82,5.0,5,1,1,2,4,1.98
2018-06-08,0,1,6.64,5.0,6,3,0,7,6,2.06
2018-06-13,1,0,6.2,5.2,8,2,1,0,2,1.98
2018-06-19,0,0,5.47,6.0,3,0,0,2,7,1.84
2018-06-24,0,0,5.05,6.0,5,1,1,1,4,1.75
2018-06-29,0,1,5.08,5.0,9,3,1,0,3,1.76
2018-07-05,1,0,4.84,5.0,7,1,0,2,2,1.76
2018-07-10,1,0,4.4,8.2,4,1,1,2,8,1.64
2018-07-15,0,1,4.87,2.0,5,5,0,1,3,1.67
2018-07-24,0,1,5.29,4.0,6,6,1,3,5,1.7
2018-07-30,0,0,5.3,5.0,7,3,1,2,3,1.71
2018-08-30,0,0,5.01,5.0,0,0,0,2,2,1.64
2018-09-06,0,0,4.8,4.0,2,0,0,3,8,1.62
2018-09-15,0,0,4.74,5.0,3,2,1,1,4,1.58
2018-09-21,1,0,4.6,5.0,4,1,1,2,5,1.56
2018-09-28,0,0,4.34,6.1,7,0,0,1,6,1.54
2019-03-28,1,0,0.0,6.0,4,0,0,1,3,0.83
2019-04-02,0,1,3.27,5.0,9,4,2,1,2,1.36
2019-04-08,1,0,4.76,6.0,4,5,1,3,8,1.29
2019-04-14,0,1,4.91,5.0,8,3,1,0,5,1.36
2019-04-20,0,1,4.67,5.0,6,2,0,2,5,1.41
2019-04-27,0,0,4.41,5.2,2,2,1,3,6,1.32
2019-05-03,0,0,4.3,5.0,4,2,1,2,5,1.3
2019-05-10,0,1,5.75,3.0,8,8,1,2,1,1.45
2019-05-16,0,0,5.24,5.2,7,1,0,0,3,1.42
2019-05-22,1,0,4.73,7.0,4,1,0,0,7,1.31
2019-05-28,1,0,4.45,5.1,4,1,1,0,4,1.26
2019-06-03,1,0,4.18,6.0,2,1,0,3,3,1.22
2019-06-08,0,1,4.14,7.0,7,3,1,3,5,1.24
2019-06-15,0,1,4.6,2.2,10,5,0,2,2,1.36
2019-06-21,0,1,4.32,7.0,5,1,0,1,4,1.32
2019-06-28,0,0,4.22,4.0,6,1,0,1,3,1.34
2019-07-05,0,0,4.04,6.0,4,1,0,1,6,1.3
2019-07-19,0,0,4.31,4.2,6,5,2,3,7,1.33
2019-07-25,0,1,4.58,2.1,6,4,0,3,1,1.39
2019-07-28,0,0,4.52,1.1,2,0,0,0,1,1.39
2019-08-02,1,0,4.43,6.0,3,2,1,0,6,1.34
2019-08-08,0,0,4.51,4.0,10,3,1,0,2,1.39
2019-08-13,0,0,4.55,5.0,6,3,1,2,4,1.4
2019-08-19,0,0,4.47,4.0,4,1,1,2,5,1.4
2019-08-26,1,0,4.48,6.0,6,3,2,4,8,1.41
2019-09-01,1,0,4.55,6.0,6,4,2,0,9,1.39
2019-09-08,0,0,4.41,6.0,4,1,0,2,4,1.38
2019-09-14,0,1,4.6,2.1,6,4,1,2,2,1.41
2019-09-20,0,1,4.53,6.0,2,2,0,4,9,1.39
2019-09-27,0,0,4.45,4.2,3,1,0,4,8,1.4
2020-07-26,0,0,0.0,2.2,1,0,0,1,6,0.75
2020-08-07,0,1,9.53,3.0,5,6,1,3,2,1.76
2020-08-12,0,1,12.54,3.2,9,7,1,2,2,2.25
2020-09-25,0,0,13.09,1.2,2,3,0,3,2,2.36
2021-04-29,1,0,0.0,5.0,4,0,0,2,3,1.2
2021-05-04,0,1,1.64,6.0,8,2,3,0,7,1.27
2021-05-09,0,0,1.38,2.0,1,0,0,0,2,1.15
2021-05-14,0,0,2.81,3.0,4,3,2,0,4,1.19
2021-05-26,0,0,2.45,6.0,4,1,0,1,6,1.09
2021-06-01,0,1,4.88,2.0,7,7,3,2,5,1.38
2021-06-09,0,0,4.82,4.0,2,2,0,4,6,1.39
2021-06-14,0,1,5.18,5.0,5,4,0,4,3,1.45
2021-06-20,0,0,5.21,5.0,5,3,2,1,5,1.42
2021-06-27,1,0,4.5,6.0,2,0,0,2,6,1.32
2021-07-03,1,0,4.11,6.1,4,1,0,4,4,1.31
2021-07-09,0,1,3.83,6.0,5,1,0,4,3,1.33
2021-07-21,0,0,3.82,5.0,4,2,0,0,6,1.29
2021-07-28,0,0,3.78,3.0,2,1,1,2,4,1.29
2021-08-02,1,0,3.5,5.0,3,0,0,0,3,1.24
2021-08-15,0,0,3.44,4.0,3,1,0,0,6,1.21
2021-08-21,0,0,3.59,4.1,5,3,0,3,3,1.25
2021-08-27,0,1,3.61,4.2,6,2,1,2,6,1.28
2021-09-02,0,0,3.43,7.0,3,1,1,1,4,1.22
2021-09-07,1,0,3.18,7.0,4,0,0,1,5,1.18
2021-09-12,1,0,3.1,5.1,3,1,0,1,8,1.16
2021-09-19,0,0,3.03,5.1,1,1,1,3,6,1.14
2021-09-24,1,0,2.93,6.2,3,1,0,2,9,1.12
2021-10-01,0,0,3.19,5.0,6,5,2,2,3,1.14
