W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2020-07-25,0,0,0.0,0,0,1.0,1,0,0,0,0,1,1.0
2020-07-29,0,0,1.35,1,0,5.2,2,1,1,1,1,8,0.6
2020-08-04,1,0,1.42,1,0,6.0,4,1,1,0,1,2,0.71
2020-08-09,0,1,4.02,1,0,3.0,3,5,5,3,2,5,0.89
2020-08-15,1,0,2.91,1,0,6.0,1,0,0,0,3,5,0.83
2020-08-20,0,0,3.55,1,0,3.2,7,3,3,2,2,5,1.07
2020-08-25,1,0,3.77,1,0,5.2,3,3,3,1,2,5,1.03
2020-09-02,1,0,3.35,1,0,6.2,2,1,1,1,2,3,0.96
2020-09-07,0,1,3.38,1,0,5.0,3,2,2,1,3,3,0.98
2020-09-13,0,0,3.22,0,0,2.0,1,0,0,0,0,5,0.96
2020-09-19,0,0,3.33,1,0,4.0,4,2,2,1,1,6,0.99
2020-09-24,1,0,3.48,1,0,5.2,5,3,3,1,1,6,0.99
2021-04-02,0,0,4.91,1,0,3.2,3,2,2,0,0,4,0.82
2021-04-08,1,0,2.08,1,0,5.0,3,0,0,0,2,7,0.92
2021-04-22,1,0,1.32,1,0,5.0,3,0,0,0,1,9,0.88
2021-04-27,1,0,0.87,1,0,7.0,2,0,0,0,3,6,0.82
2021-05-02,0,0,1.75,1,0,5.0,4,3,3,1,2,4,0.9
2021-05-08,0,1,2.9,1,0,5.1,4,5,5,2,4,8,1.0
2021-05-13,0,0,3.08,1,0,7.0,4,3,3,1,2,6,0.97
2021-05-18,0,0,3.27,1,0,6.0,5,3,3,3,1,9,0.98
2021-05-23,0,0,3.14,1,0,4.2,1,1,1,0,6,5,1.03
2021-05-28,0,0,3.08,0,0,4.0,2,1,1,1,2,4,1.03
2021-06-03,0,0,3.23,0,0,3.0,3,2,2,0,3,6,1.08
2021-06-09,0,0,3.02,0,1,4.0,1,0,0,0,0,3,1.02
2021-06-16,0,0,3.06,0,0,2.0,1,1,1,1,1,2,1.02
2021-06-21,0,0,2.97,0,0,2.0,0,0,0,0,0,2,0.99
2021-06-27,0,0,3.03,0,0,1.2,0,1,1,0,4,3,1.03
2021-06-30,0,0,2.96,0,0,1.2,1,0,0,0,2,3,1.04
2021-07-03,0,0,2.91,0,0,1.0,0,0,0,0,0,2,1.03
2021-07-07,0,0,3.13,0,0,1.0,3,2,2,1,1,1,1.07
2021-07-10,0,0,3.0,0,0,3.0,1,0,0,0,1,5,1.06
2021-07-19,0,0,2.93,0,0,1.2,2,0,0,0,1,2,1.07
2021-07-23,0,0,2.89,0,0,1.0,0,0,0,0,0,2,1.06
2021-07-25,0,0,2.82,0,0,2.0,0,0,0,0,0,2,1.03
2021-07-28,0,0,2.91,0,0,0.2,1,1,1,0,3,0,1.07
2021-07-31,0,0,2.86,0,0,1.1,3,0,0,0,0,4,1.09
2021-08-05,0,0,2.9,0,0,2.0,3,1,1,0,3,2,1.14
2021-08-10,0,0,2.83,0,0,2.0,1,0,0,0,2,2,1.15
2021-08-15,0,0,2.87,0,0,2.0,2,1,1,1,0,4,1.15
2021-08-19,0,0,2.84,0,1,1.0,0,0,0,0,0,0,1.13
2021-08-25,0,0,2.9,0,0,1.1,1,1,1,1,0,2,1.13
2021-09-04,0,0,3.27,0,0,1.0,2,4,4,2,2,1,1.16
2021-09-08,0,0,3.19,0,0,2.1,2,0,0,0,3,3,1.18
2021-09-13,1,0,3.19,0,0,2.2,3,1,1,0,1,6,1.19
2021-09-17,0,0,3.24,0,0,1.1,1,1,1,1,0,1,1.19
2021-09-21,0,0,3.25,0,0,2.2,1,1,1,1,2,3,1.19
2021-09-26,0,0,3.34,0,0,2.2,1,2,2,0,0,5,1.16
2021-10-01,0,0,3.55,0,0,1.2,3,4,3,0,1,2,1.18
