W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2020-08-19,0,0,0.0,2.0,2,0,0,0,3,1.0
2020-08-22,0,0,5.4,1.1,3,2,0,1,0,1.8
2020-08-28,0,0,3.38,2.0,0,0,0,1,2,1.31
2020-08-31,0,0,3.68,2.0,2,1,0,2,2,1.5
2020-09-06,0,0,3.38,0.2,1,0,0,2,1,1.75
2020-09-08,0,0,3.12,0.2,0,0,0,0,1,1.62
2020-09-13,0,0,2.79,1.0,2,0,0,0,0,1.66
2020-09-14,0,0,2.31,2.0,0,0,0,0,3,1.37
2020-09-18,1,0,2.13,1.0,1,0,0,1,2,1.42
2020-09-19,0,0,1.98,1.0,0,0,0,0,2,1.32
2020-09-21,0,0,4.4,0.2,3,4,2,1,2,1.53
2020-09-25,0,0,5.87,1.0,3,3,1,1,3,1.7
2021-04-04,0,0,27.0,1.0,3,3,1,1,1,4.0
2021-04-08,0,1,22.5,1.0,1,2,1,1,3,3.0
2021-04-11,0,0,15.0,1.0,1,0,0,0,1,2.33
2021-04-12,0,0,18.9,0.1,2,2,0,1,0,3.0
2021-04-16,0,0,14.54,1.0,0,0,0,0,1,2.31
2021-04-17,0,0,11.81,1.0,1,0,0,0,1,2.06
2021-04-20,0,0,9.95,1.0,0,0,0,0,1,1.74
2021-04-23,0,0,8.59,1.0,1,0,0,1,1,1.77
2021-04-26,0,0,6.75,2.0,0,0,0,1,3,1.5
2021-05-01,0,0,6.75,1.1,2,1,0,3,2,1.78
2021-05-03,0,0,6.17,1.0,1,0,0,0,2,1.71
2021-05-05,0,0,5.27,2.0,0,0,0,0,3,1.46
2021-05-09,0,0,4.91,1.0,0,0,0,1,1,1.43
2021-05-13,0,0,4.6,1.0,1,0,0,2,1,1.53
2021-05-15,0,0,4.24,1.1,0,0,0,1,4,1.47
2021-06-19,0,0,3.86,1.2,0,0,0,0,4,1.34
2021-06-24,0,0,3.66,1.0,1,0,0,1,2,1.37
2021-06-26,0,0,3.48,1.0,0,0,0,1,1,1.35
2021-06-30,0,0,3.97,2.0,2,2,0,1,2,1.37
2021-07-05,0,0,5.32,1.0,5,4,1,0,1,1.52
2021-07-11,0,0,4.91,2.0,1,0,0,0,2,1.44
2021-07-16,0,0,4.88,2.0,3,1,0,0,3,1.45
2021-07-19,0,0,4.55,2.0,0,0,0,1,2,1.38
2021-07-24,0,0,4.41,3.0,1,1,1,0,3,1.29
2021-07-28,0,0,4.11,2.1,2,0,0,0,3,1.26
2021-08-01,0,0,4.17,1.2,2,1,0,2,1,1.31
2021-08-06,1,0,4.15,2.1,5,1,0,1,1,1.38
2021-08-12,0,0,3.98,4.0,1,1,0,2,4,1.33
2021-08-17,0,0,3.64,4.0,1,0,0,1,3,1.26
2021-08-24,0,0,3.46,5.0,4,1,0,1,1,1.23
2021-09-01,0,0,3.38,4.0,3,1,0,0,5,1.2
2021-09-07,1,0,3.25,5.0,6,1,0,0,2,1.2
2021-09-14,1,0,3.0,5.0,2,0,0,1,3,1.15
2021-09-21,0,0,3.04,5.0,4,2,1,1,3,1.14
2021-09-29,1,0,2.84,5.0,1,0,0,0,2,1.08
