W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2019-04-01,0,0,3.0,1,0,3.0,4,1,1,1,2,2,2.0
2019-04-06,0,1,7.11,1,0,3.1,6,4,4,1,3,4,2.37
2019-04-12,0,0,7.15,1,0,5.0,4,4,4,0,2,5,1.85
2019-04-19,0,1,7.8,1,0,3.2,5,4,4,2,3,8,1.93
2019-05-05,0,0,6.63,1,0,4.0,2,1,1,1,2,5,1.74
2019-05-11,0,1,6.85,0,0,4.2,4,5,4,1,4,3,1.73
2019-05-19,0,0,6.51,1,0,4.0,3,2,2,0,4,4,1.73
2019-05-24,1,0,6.15,1,0,6.0,5,3,3,2,4,4,1.69
2019-05-29,0,0,6.98,0,0,5.0,8,7,7,2,3,4,1.76
2019-06-04,0,1,7.93,1,0,3.1,8,7,7,3,2,2,1.86
2019-06-09,0,1,8.4,1,0,3.0,6,5,5,2,2,3,1.91
2019-06-14,0,0,8.06,0,1,3.0,3,1,1,1,1,5,1.88
2019-06-18,0,0,8.42,0,0,3.1,6,5,5,3,2,3,1.91
2019-07-21,0,0,7.69,1,0,6.0,4,1,1,0,2,8,1.81
2019-07-30,1,0,6.85,1,0,7.0,4,0,0,0,1,5,1.69
2019-08-04,0,1,7.01,1,0,5.0,4,5,5,1,1,7,1.64
2019-08-09,0,0,6.96,1,0,5.2,7,6,4,3,3,4,1.65
2019-08-15,0,0,7.09,1,0,5.0,7,5,5,2,2,6,1.66
2019-08-21,0,0,6.99,1,0,3.2,5,2,2,1,3,4,1.69
2019-08-27,0,0,6.95,1,0,5.2,9,4,4,2,0,4,1.68
2019-09-02,1,0,6.65,1,0,5.1,4,1,1,1,3,8,1.66
2019-09-07,1,0,6.2,1,0,7.0,5,0,0,0,2,6,1.61
2019-09-12,0,0,6.22,1,0,4.0,4,4,3,2,1,6,1.6
2019-09-20,0,1,6.44,1,0,2.0,5,4,4,0,3,0,1.64
2019-09-25,0,0,6.24,1,0,6.1,4,2,2,1,0,10,1.59
2020-07-23,0,0,0.0,0,0,1.0,0,0,0,0,1,2,1.0
2020-07-26,0,0,2.08,1,0,3.1,4,1,1,0,1,2,1.38
2020-08-01,0,0,3.24,1,0,4.0,3,2,2,0,2,7,1.32
2020-09-10,0,0,2.92,0,0,4.0,2,2,1,1,1,8,1.14
2020-09-16,0,0,3.94,1,0,3.2,4,3,3,0,1,8,1.19
2020-09-22,0,0,3.38,1,0,5.1,4,1,1,0,2,5,1.17
2020-09-27,0,1,3.42,1,0,5.0,3,2,2,1,1,10,1.1
2021-04-06,0,0,3.0,1,0,6.0,4,4,2,1,1,8,0.83
2021-04-11,0,0,5.73,1,0,5.0,5,5,5,2,0,3,0.91
2021-04-25,0,1,7.2,1,0,4.0,6,6,5,3,2,4,1.2
2021-04-30,0,1,8.05,1,0,4.0,7,6,5,3,4,3,1.53
2021-05-06,1,0,6.12,1,0,6.0,4,1,0,0,4,4,1.48
2021-05-14,1,0,5.23,1,0,6.0,4,1,1,0,1,4,1.35
2021-05-20,0,0,5.11,1,0,6.0,6,3,3,2,1,7,1.32
2021-05-26,0,1,5.95,1,0,5.1,5,7,7,2,1,4,1.3
2021-06-02,0,0,5.98,1,0,4.1,7,3,3,1,2,6,1.37
2021-06-08,0,0,5.82,1,0,4.1,5,3,2,1,3,0,1.41
2021-06-13,1,0,5.63,1,0,5.0,6,2,2,0,1,6,1.41
2021-06-20,1,0,5.11,1,0,5.2,1,0,0,0,3,5,1.35
2021-06-25,1,0,4.79,1,0,6.0,6,1,1,0,0,3,1.32
2021-07-02,1,0,4.42,1,0,5.2,3,0,0,0,2,7,1.28
2021-07-07,1,0,4.48,1,0,5.0,9,3,3,1,3,4,1.35
2021-07-18,0,0,4.5,1,0,5.2,4,3,3,1,2,6,1.33
2021-07-24,0,0,4.3,1,0,4.0,3,0,0,0,3,3,1.34
2021-07-29,0,0,4.4,1,0,4.0,9,3,3,1,1,6,1.39
2021-08-04,0,0,4.5,1,0,4.0,6,3,3,1,1,2,1.41
2021-08-10,1,0,4.41,1,0,6.0,2,2,2,1,2,7,1.36
2021-08-15,0,0,4.5,1,0,4.0,6,3,3,0,1,4,1.38
2021-08-21,1,0,4.54,1,0,5.0,5,3,3,3,0,8,1.36
2021-08-30,0,1,4.75,1,0,4.2,9,5,5,4,0,5,1.38
2021-09-04,0,0,4.71,0,0,1.0,0,0,0,0,0,1,1.37
2021-09-08,0,0,4.74,0,0,1.0,3,1,1,0,0,0,1.39
2021-09-18,0,0,4.7,0,0,1.0,1,0,0,0,0,0,1.38
2021-09-21,1,0,4.65,0,0,3.1,4,1,1,0,0,4,1.38
2021-09-26,0,0,4.58,0,0,1.2,2,0,0,0,1,0,1.38
2021-10-02,1,0,4.48,0,0,3.0,1,0,0,0,2,3,1.37
