W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-03-30,1,0,0.0,2.0,1,0,0,1,2,1.0
2018-04-04,0,1,6.75,0.2,1,2,0,2,0,1.88
2018-04-08,0,0,4.91,1.0,1,0,0,0,0,1.64
2018-04-14,0,0,5.79,1.0,1,1,0,1,0,1.71
2018-04-17,0,0,4.76,1.0,1,0,0,0,1,1.59
2018-04-24,0,0,3.68,1.2,2,0,0,2,3,1.77
2018-04-26,0,0,3.27,3.2,3,1,1,1,5,1.55
2018-04-29,0,0,3.18,0.1,0,0,0,0,0,1.5
2018-05-04,0,0,2.76,5.0,3,1,1,1,5,1.29
2018-05-18,0,0,4.66,3.0,6,5,2,3,0,1.55
2018-05-30,0,0,4.64,2.0,2,1,0,2,3,1.59
2018-08-05,0,1,6.29,3.0,6,6,2,3,0,1.77
2018-08-11,0,0,6.07,5.1,5,3,1,4,2,1.75
2018-08-17,1,0,5.71,5.0,5,2,0,1,6,1.67
2018-08-24,0,0,6.52,4.0,7,6,1,4,2,1.78
2018-08-31,0,0,6.75,4.0,6,4,1,1,2,1.78
2021-08-15,0,1,10.8,1.2,5,2,1,3,1,4.8
2021-08-22,0,0,3.0,4.1,4,0,0,1,1,2.17
2021-09-08,1,0,2.25,2.0,1,0,0,0,1,1.75
2021-09-11,0,0,2.25,4.0,2,1,0,1,2,1.42
2021-09-17,0,0,2.03,1.1,0,0,0,3,0,1.5
2021-09-20,1,0,1.76,2.0,1,0,0,0,3,1.37
2021-09-25,1,0,1.5,2.2,3,0,0,2,0,1.44
2021-09-30,0,0,1.77,2.1,1,1,0,0,2,1.33
2021-10-03,0,0,2.11,1.0,3,1,0,1,0,1.45
