W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2020-08-14,0,0,9.0,0,0,3.0,2,3,3,1,1,1,1.0
2020-08-26,0,0,8.1,0,0,0.1,0,0,0,0,0,0,0.9
2020-08-31,0,0,3.52,1,0,4.1,3,2,0,0,2,6,1.04
2020-09-05,0,0,2.08,1,0,5.1,3,0,0,0,4,8,1.15
2020-09-11,0,1,4.61,1,0,0.2,3,4,4,0,1,1,1.39
2020-09-16,1,0,3.38,1,0,5.0,3,0,0,0,1,9,1.23
2020-09-22,0,1,3.57,1,0,4.0,8,4,2,0,0,6,1.37
2020-09-27,0,0,4.56,1,0,3.0,5,4,4,2,1,4,1.44
2021-05-12,0,0,0.0,0,0,1.0,0,0,0,0,0,2,0.0
2021-05-15,0,0,6.23,0,0,3.1,4,3,3,0,0,1,0.92
2021-05-20,0,0,6.14,0,0,3.0,5,2,2,0,1,4,1.36
2021-05-25,0,0,6.1,0,0,3.0,3,2,2,1,0,3,1.26
2021-05-30,0,0,4.8,1,0,4.2,5,1,1,1,2,4,1.33
2021-06-04,0,0,3.6,1,0,5.0,3,0,0,0,1,4,1.2
2021-06-11,0,1,4.13,1,0,4.0,5,3,3,1,3,2,1.33
2021-06-16,0,1,5.76,1,0,5.2,8,8,8,1,3,7,1.45
2021-06-21,0,1,6.42,1,0,4.0,6,5,5,1,4,5,1.57
2021-06-26,0,1,7.11,1,0,4.1,7,6,6,2,1,3,1.61
2021-07-02,0,0,7.46,1,0,3.0,7,4,4,2,1,3,1.68
2021-07-10,0,0,7.54,0,0,4.1,6,4,4,0,1,6,1.68
2021-07-16,0,1,8.19,1,0,3.0,8,6,6,0,3,2,1.8
2021-08-01,0,0,8.14,0,0,0.1,2,0,0,0,0,0,1.83
2021-08-03,0,0,7.66,0,0,3.0,1,0,0,0,0,1,1.74
2021-08-10,0,1,8.23,1,0,3.0,7,6,6,0,1,5,1.79
2021-08-15,0,1,8.13,1,0,4.0,6,3,3,1,3,2,1.82
2021-08-20,0,1,7.92,1,0,5.0,5,3,3,2,3,3,1.81
2021-08-26,1,0,7.26,1,0,7.0,3,1,1,1,2,6,1.7
2021-08-31,1,0,6.9,1,0,5.0,2,1,1,1,3,5,1.65
2021-09-05,0,0,7.0,1,0,4.0,3,4,4,1,2,5,1.63
2021-09-11,0,1,6.83,1,0,6.0,3,3,3,1,2,3,1.58
2021-09-17,0,1,6.93,1,0,4.0,6,4,4,1,3,0,1.61
2021-09-22,0,0,6.63,1,0,5.1,5,1,1,0,1,6,1.58
