W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018-04-25,0,0,3.86,0,0,4.2,2,2,2,1,0,4,0.43
2018-06-29,0,1,9.82,1,0,2.2,6,6,6,2,2,1,1.36
2018-07-04,0,0,7.94,1,0,4.0,5,2,2,1,1,2,1.41
2018-07-09,0,1,6.75,1,0,6.0,1,3,3,0,3,7,1.15
2018-07-15,0,0,5.64,1,0,5.0,2,1,1,0,0,1,0.99
2018-07-25,1,0,5.27,1,0,5.0,3,2,2,1,2,4,0.99
2018-08-05,0,0,5.13,1,0,6.0,8,3,3,2,0,4,1.05
2018-08-11,0,0,5.03,1,0,6.0,6,3,3,0,1,3,1.07
2018-08-16,1,0,5.16,1,0,6.0,9,4,4,4,1,2,1.15
2018-08-21,1,0,4.84,0,0,3.0,1,0,0,0,0,1,1.1
2018-08-26,0,0,5.84,0,0,1.0,6,6,6,1,1,0,1.22
2018-08-29,0,0,5.76,0,0,0.2,0,0,0,0,1,1,1.22
2018-09-04,0,0,6.66,0,0,0.0,4,5,5,0,1,0,1.32
2018-09-09,0,0,6.62,1,0,3.0,5,2,2,1,1,4,1.36
2018-09-15,0,0,6.31,1,0,2.2,3,1,0,0,1,3,1.37
2018-09-22,0,1,6.08,1,0,5.0,4,2,2,1,2,4,1.35
2018-09-28,0,0,5.85,1,0,4.0,4,1,1,0,3,4,1.38
2019-04-13,0,1,12.27,0,0,3.2,6,5,5,1,4,2,2.73
2019-04-26,0,0,12.15,0,0,3.0,3,4,4,0,2,3,2.25
2020-07-26,0,0,11.25,0,0,4.0,7,5,5,3,1,3,2.0
2020-08-18,0,0,7.56,1,0,4.1,5,2,2,0,0,4,1.56
2020-08-25,0,0,5.11,0,0,4.0,1,0,0,0,1,3,1.22
2020-09-20,0,0,4.85,0,0,0.2,1,0,0,0,0,1,1.23
2021-06-23,1,0,3.86,0,0,2.1,4,1,1,0,1,2,2.14
2021-06-27,0,0,1.42,0,0,4.0,4,0,0,0,0,4,1.42
2021-07-04,0,1,3.48,1,0,4.0,4,3,3,1,1,4,1.35
