W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2019-05-12,1,0,1.29,7.0,5,1,0,1,5,0.86
2019-05-17,1,0,2.77,6.0,5,3,1,1,2,0.92
2019-05-22,0,1,5.6,4.2,7,7,2,3,6,1.25
2019-06-01,0,0,5.48,3.2,4,2,1,1,5,1.27
2019-06-16,0,0,6.84,3.2,9,6,1,1,4,1.48
2019-06-19,0,0,7.82,0.1,3,3,2,0,1,1.58
2019-07-19,0,0,7.24,2.0,1,0,0,0,1,1.5
2019-07-26,0,0,7.98,2.0,3,4,0,3,0,1.6
2019-09-04,0,0,7.55,1.2,1,0,0,0,1,1.55
2019-09-05,0,0,7.39,0.2,1,0,0,1,1,1.58
2019-09-07,0,0,7.16,1.0,1,0,0,0,0,1.56
2019-09-11,0,0,6.75,2.0,1,0,0,1,2,1.53
2019-09-15,0,0,6.38,2.0,1,0,0,1,0,1.5
2019-09-22,0,0,6.57,0.1,1,1,0,0,1,1.51
2019-09-24,0,0,6.28,1.2,1,0,0,0,0,1.47
2019-09-27,0,0,5.83,3.0,1,0,0,0,2,1.39
2020-07-26,0,1,36.0,1.0,5,4,0,0,1,5.0
2020-08-09,0,0,18.0,1.0,2,0,0,0,0,3.5
2020-08-21,0,0,17.18,1.2,4,3,1,1,3,3.27
2021-04-03,0,1,8.31,4.1,7,4,0,1,2,1.85
2021-04-08,0,1,7.45,5.1,5,4,2,1,3,1.45
2021-04-17,1,0,4.6,6.0,4,0,0,0,6,1.15
2021-04-23,1,0,3.86,5.1,8,1,0,1,6,1.29
2021-04-28,0,1,3.67,6.0,7,2,1,1,8,1.3
2021-05-04,1,0,3.09,8.0,3,1,0,1,9,1.11
2021-05-09,0,1,3.29,6.0,4,3,2,1,3,1.07
2021-05-15,0,0,3.02,6.2,5,1,0,2,2,1.07
2021-05-20,0,1,3.59,5.0,8,5,1,2,1,1.16
2021-05-25,0,1,3.92,4.2,10,4,0,1,2,1.26
2021-05-30,0,1,4.12,6.0,6,4,1,0,3,1.23
2021-06-05,1,0,3.89,6.0,6,1,0,1,5,1.23
2021-06-11,0,0,3.7,6.0,6,1,1,0,4,1.21
2021-06-16,0,0,3.89,5.2,9,4,1,2,2,1.26
2021-06-22,1,0,3.98,5.0,7,3,0,1,4,1.28
2021-06-27,1,0,3.64,8.0,3,0,0,2,8,1.22
2021-07-03,0,0,3.56,7.0,5,2,1,2,5,1.21
2021-07-09,0,1,3.65,5.0,3,3,0,0,5,1.18
2021-07-19,1,0,3.42,7.0,7,0,0,1,3,1.18
2021-07-25,0,1,3.62,4.0,5,4,0,1,3,1.19
2021-07-31,0,1,3.5,6.1,5,1,0,1,6,1.18
2021-08-07,1,0,3.45,7.0,4,2,1,2,4,1.16
2021-08-13,0,1,3.52,5.0,8,3,0,1,2,1.18
2021-08-19,1,0,3.57,6.0,7,3,1,4,1,1.21
2021-08-24,0,1,3.68,3.0,7,3,0,2,0,1.25
2021-08-31,0,0,3.74,4.2,7,3,3,2,2,1.27
2021-09-05,0,1,4.1,2.1,8,7,2,0,2,1.3
2021-09-11,0,0,4.04,7.0,6,2,0,1,8,1.29
2021-09-17,1,0,3.94,6.0,7,1,1,1,3,1.29
2021-09-22,0,1,3.99,5.0,7,3,2,3,5,1.31
2021-09-27,0,1,4.18,3.0,6,5,0,3,4,1.34
2021-10-03,0,0,4.24,6.0,5,4,3,1,4,1.33
