W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2021-05-27,1,0,0.0,6.0,2,0,0,2,7,0.67
2021-06-02,0,0,3.86,3.1,4,4,3,3,5,1.18
2021-06-09,0,0,3.14,5.0,4,1,0,2,4,1.19
2021-06-14,0,0,2.66,6.0,4,1,0,1,5,1.08
2021-06-19,0,0,4.18,3.1,4,5,4,1,6,1.14
2021-06-25,0,0,3.34,6.0,4,0,0,2,6,1.11
2021-07-02,1,0,2.7,7.0,3,0,0,1,10,1.01
2021-07-09,0,1,2.9,3.2,3,2,0,3,9,1.07
2021-07-31,1,0,2.47,7.0,2,0,0,1,4,0.97
2021-08-06,1,0,2.58,5.0,4,2,0,3,4,1.01
2021-08-11,1,0,2.59,6.2,5,2,1,2,11,1.02
2021-08-17,0,1,3.34,3.0,6,6,1,1,2,1.08
2021-08-23,0,0,3.18,6.0,5,1,0,3,5,1.1
2021-08-28,0,0,3.15,6.1,4,2,0,0,8,1.06
2021-09-03,0,0,3.63,5.0,5,6,1,3,2,1.1
2021-09-08,0,0,3.71,5.2,5,3,1,3,4,1.12
2021-09-13,1,0,3.39,8.0,1,0,0,0,10,1.03
2021-09-21,1,0,3.36,6.0,5,2,0,6,7,1.08
2021-09-26,1,0,3.35,5.2,6,2,1,2,8,1.1
2021-10-02,1,0,3.22,7.0,1,1,0,1,10,1.05
