W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018-03-31,0,0,0.0,0,0,1.1,0,0,0,0,1,0,0.75
2018-04-02,0,0,3.86,0,0,1.0,2,1,1,1,0,1,1.29
2018-04-06,0,0,1.93,0,0,2.1,2,0,0,0,0,4,1.07
2018-04-10,0,0,1.35,0,0,2.0,1,0,0,0,1,5,1.05
2018-04-18,0,0,1.17,0,0,1.0,0,0,0,0,0,2,0.91
2018-04-20,0,0,1.04,0,0,1.0,0,0,0,0,0,1,0.81
2018-04-23,0,0,0.93,0,0,1.0,0,0,0,0,0,1,0.72
2018-04-27,0,0,0.84,0,0,1.0,0,0,0,0,0,3,0.66
2018-05-02,0,0,0.75,0,0,1.1,1,0,0,0,0,1,0.67
2018-05-05,0,0,0.68,0,0,1.1,1,0,0,0,2,1,0.83
2018-05-11,0,0,0.66,0,0,0.1,2,0,0,0,0,0,0.95
2018-05-12,0,0,0.61,0,0,1.0,0,0,0,0,0,1,0.89
2018-05-15,1,0,0.54,0,0,2.0,2,0,0,0,0,2,0.9
2018-05-19,0,0,0.51,0,0,1.0,0,0,0,0,1,2,0.91
2018-05-24,0,0,0.46,0,0,2.0,1,0,0,0,0,2,0.86
2018-05-26,0,0,0.44,0,0,1.0,2,0,0,0,0,1,0.92
2018-05-27,0,0,0.79,0,0,2.0,1,1,1,1,1,3,0.93
2018-05-30,0,0,1.05,0,0,3.0,1,1,1,0,1,3,0.9
2018-06-03,0,0,1.32,0,0,1.2,3,1,1,0,0,3,0.95
2018-06-08,0,0,1.23,0,0,2.0,0,0,0,0,0,2,0.89
2018-06-12,0,0,1.2,0,0,0.2,1,1,0,0,0,1,0.9
2018-06-15,0,0,1.16,0,0,1.0,0,0,0,0,0,2,0.87
2018-06-18,1,0,1.13,0,0,1.0,0,0,0,0,0,2,0.84
2018-06-23,1,0,1.09,0,0,1.0,0,0,0,0,0,3,0.82
2018-06-24,0,0,1.03,0,0,2.0,1,1,0,0,1,2,0.83
2018-06-29,0,0,0.97,0,0,2.0,0,0,0,0,1,3,0.81
2018-07-04,1,0,0.9,0,0,3.0,1,0,0,0,0,1,0.78
2018-07-07,0,0,0.88,0,0,1.0,0,0,0,0,0,2,0.76
2018-07-08,0,0,0.86,0,0,1.0,0,0,0,0,0,1,0.74
2018-07-10,1,0,1.02,0,0,2.0,1,1,1,1,0,2,0.73
2018-07-12,0,0,0.99,0,0,1.2,0,0,0,0,1,2,0.72
2018-07-15,0,0,0.96,0,0,1.0,0,0,0,0,0,1,0.71
2018-07-20,0,0,0.96,0,0,0.1,0,0,0,0,0,0,0.7
2018-07-24,0,0,0.94,0,0,0.2,0,0,0,0,0,0,0.69
2018-07-25,0,1,1.09,0,0,2.0,3,1,1,1,0,4,0.72
2018-07-29,0,0,1.05,0,0,2.0,0,0,0,0,1,4,0.72
2018-07-31,0,0,1.03,0,0,1.0,0,0,0,0,0,0,0.7
2018-08-04,0,0,1.01,0,0,0.2,0,0,0,0,2,1,0.73
2018-08-07,0,0,1.0,0,0,0.2,0,0,0,0,0,1,0.72
2018-08-10,0,0,0.98,0,0,1.0,0,0,0,0,0,0,0.71
2018-08-14,0,0,1.14,0,0,0.1,1,1,1,0,0,1,0.72
2018-08-17,0,0,1.12,0,0,1.0,1,0,0,0,1,1,0.75
2018-08-20,0,1,1.54,0,0,2.0,4,3,3,1,1,2,0.81
2018-08-24,0,0,1.68,0,0,0.2,2,1,1,0,1,0,0.85
2018-08-27,0,0,1.65,0,0,1.0,1,0,0,0,0,2,0.85
2018-08-31,0,0,1.89,0,0,2.0,2,2,2,1,0,3,0.85
2018-09-03,0,0,1.83,0,0,2.0,1,0,0,0,0,5,0.84
2018-09-07,0,0,1.96,0,0,0.1,0,1,1,0,1,1,0.85
2018-09-09,0,0,1.95,0,0,0.1,2,0,0,0,1,1,0.9
2018-09-11,0,0,1.92,0,0,1.0,0,0,0,0,0,2,0.88
2018-09-15,0,0,1.89,0,0,1.0,0,0,0,0,0,0,0.87
2018-09-16,0,0,2.15,0,0,0.1,1,2,2,0,1,0,0.9
