W,L,ERA,GS,SV,IP,H,R,ER,HR,BB,SO,WHIP
2018-04-02,1,0,6.35,1,0,5.2,7,4,4,3,0,5,1.24
2018-04-09,0,0,6.0,1,0,6.1,8,4,4,0,0,5,1.25
2018-04-14,1,0,4.26,1,0,7.0,4,1,1,1,2,4,1.11
2018-04-22,1,0,3.46,1,0,7.0,5,2,1,0,0,6,1.0
2018-04-27,0,0,3.27,1,0,7.0,6,2,2,1,0,7,0.97
2018-05-04,1,0,2.7,1,0,7.0,7,0,0,0,0,4,0.98
2018-05-10,1,0,2.51,1,0,6.2,5,1,1,1,1,4,0.96
2018-05-16,0,0,2.63,1,0,4.2,7,2,2,0,2,2,1.05
2018-05-21,1,0,2.24,1,0,9.0,4,0,0,0,1,9,0.98
2018-05-27,0,0,2.58,1,0,6.0,5,4,4,0,1,5,0.98
2018-06-01,0,1,2.49,1,0,6.0,6,2,1,0,1,2,1.0
2018-06-07,1,0,2.27,1,0,7.0,3,1,0,0,1,5,0.96
2018-06-12,0,1,2.43,1,0,6.0,6,3,3,1,0,5,0.96
2018-06-18,0,0,2.69,1,0,5.0,6,4,4,1,1,3,0.99
2018-06-23,1,0,2.69,1,0,6.2,3,2,2,0,2,5,0.97
2018-06-29,0,1,2.61,1,0,6.1,7,1,1,0,1,1,0.99
2018-07-04,1,0,2.63,1,0,6.0,7,2,2,0,4,3,1.03
2018-07-10,1,0,2.65,1,0,6.0,3,2,2,0,1,6,1.01
2018-07-15,0,0,2.79,1,0,4.0,6,3,3,0,2,2,1.05
2018-07-22,0,0,2.82,1,0,5.0,6,2,2,0,2,6,1.07
2018-07-28,1,0,2.83,1,0,6.0,6,2,2,1,1,2,1.07
2018-08-02,0,0,2.75,1,0,7.0,7,2,1,0,2,6,1.08
2018-08-07,1,0,2.74,1,0,7.0,5,2,2,0,0,1,1.07
2018-08-13,0,0,2.85,1,0,7.0,4,4,4,2,1,4,1.05
2018-08-18,1,0,2.8,1,0,6.0,5,1,1,1,0,7,1.04
2018-08-24,0,0,2.94,1,0,4.2,12,5,4,2,0,3,1.09
2018-08-29,0,1,2.96,1,0,5.0,8,2,2,0,1,5,1.11
2018-09-05,1,0,3.06,1,0,6.2,12,4,4,0,0,2,1.13
2018-09-11,1,0,2.99,1,0,7.0,5,1,1,0,1,7,1.12
2018-09-17,1,0,3.01,1,0,5.0,4,2,2,1,1,6,1.12
2018-09-23,1,0,2.94,1,0,7.0,2,2,1,1,0,8,1.09
2018-09-29,1,0,2.83,1,0,8.0,5,1,0,0,0,6,1.07
2019-03-28,0,1,9.0,1,0,5.0,5,5,5,3,1,3,1.2
2019-04-03,0,0,7.2,1,0,5.0,7,3,3,1,2,2,1.5
2019-04-08,1,0,6.19,1,0,6.0,5,3,3,0,1,3,1.31
2019-04-14,0,0,6.0,1,0,5.0,7,4,3,1,1,3,1.38
2019-04-20,1,0,4.97,1,0,8.0,4,2,2,0,2,4,1.21
2019-04-26,0,1,5.29,1,0,5.0,6,4,4,3,1,4,1.24
2019-05-01,1,0,4.73,1,0,6.0,7,1,1,0,1,4,1.25
2019-05-06,1,0,4.02,1,0,7.0,3,0,0,0,0,5,1.13
2019-05-11,0,1,3.83,1,0,7.0,3,2,2,0,1,7,1.06
2019-05-17,0,1,4.88,1,0,1.1,9,7,7,2,0,2,1.19
2019-05-24,0,1,4.76,1,0,7.0,7,3,3,2,0,9,1.17
2019-05-31,0,0,4.41,1,0,7.0,6,1,1,0,2,3,1.17
2019-06-07,0,1,4.54,1,0,4.0,4,3,3,1,2,4,1.19
2019-06-12,0,1,4.83,1,0,5.0,8,5,5,1,1,4,1.23
2019-06-17,1,0,4.48,1,0,6.0,6,0,0,0,0,4,1.21
2019-06-23,0,1,4.33,1,0,5.0,7,1,1,0,2,4,1.24
2019-06-30,0,0,4.34,1,0,6.0,8,3,3,1,0,4,1.25
2019-07-06,0,1,4.53,1,0,4.0,6,5,4,1,0,6,1.26
2019-07-15,1,0,4.15,1,0,9.0,8,0,0,0,0,3,1.23
2019-07-20,0,1,4.17,1,0,6.0,6,3,3,1,2,4,1.23
2019-07-25,1,0,4.19,1,0,6.0,5,3,3,0,1,5,1.22
2019-07-31,0,1,4.0,1,0,5.2,6,1,0,0,1,3,1.22
2019-08-06,0,1,3.94,1,0,6.1,6,2,2,0,1,7,1.22
2019-08-11,0,0,4.13,1,0,5.0,7,6,5,2,1,4,1.23
2019-08-17,0,1,4.3,1,0,5.0,7,5,5,2,2,5,1.25
2019-08-22,0,0,4.43,1,0,6.0,8,5,5,1,0,3,1.25
2019-08-27,1,0,4.32,1,0,6.0,4,1,1,0,0,10,1.23
2019-09-01,0,0,4.32,1,0,6.0,4,3,3,1,0,5,1.21
2019-09-06,0,0,4.25,1,0,5.0,3,1,1,0,4,7,1.22
2019-09-12,1,0,4.28,1,0,5.0,5,3,3,2,1,5,1.22
2019-09-17,0,1,4.29,1,0,6.0,8,3,3,1,1,4,1.22
2019-09-22,0,0,4.16,1,0,7.2,8,2,1,1,1,4,1.22
2021-05-22,0,0,2.25,1,0,4.0,3,1,1,0,1,3,1.0
2021-08-20,0,1,1.0,1,0,5.0,2,2,0,0,2,5,0.89
2021-08-26,0,0,2.7,1,0,4.1,8,3,3,1,1,3,1.28
2021-09-01,0,0,4.41,1,0,3.0,5,4,4,0,1,3,1.41
2021-09-06,0,1,5.06,1,0,5.0,5,5,4,1,2,3,1.41
2021-09-11,0,0,5.47,1,0,5.0,6,4,4,2,1,1,1.41
2021-09-17,1,0,4.5,1,0,5.2,3,0,0,0,2,3,1.31
2021-09-22,1,0,4.15,1,0,7.0,4,2,2,1,0,3,1.18
2021-09-29,0,1,4.23,1,0,5.2,7,3,3,1,1,7,1.21
