W,L,ERA,IP,H,ER,HR,BB,SO,WHIP
2018-03-30,0,0,6.75,4.0,5,3,0,2,3,1.75
2018-04-05,1,0,2.79,5.2,4,0,0,0,9,1.14
2018-04-11,0,0,2.7,7.0,5,2,0,0,7,0.96
2018-04-17,0,0,2.49,5.0,5,1,0,0,2,0.97
2018-04-22,0,0,2.57,6.1,5,2,1,2,7,1.0
2018-04-28,0,1,3.27,5.0,6,4,1,3,6,1.12
2018-05-04,0,1,4.76,1.0,5,6,2,3,1,1.32
2018-05-09,1,0,4.15,5.0,4,0,0,0,7,1.26
2018-05-16,1,0,3.72,7.0,2,1,1,1,11,1.13
2018-05-21,1,0,3.23,7.0,4,0,0,1,7,1.08
2018-05-27,0,1,3.26,5.0,4,2,0,2,7,1.09
2018-06-01,0,1,3.48,4.0,5,3,0,3,3,1.15
2018-06-07,0,1,3.76,5.0,6,4,1,1,6,1.16
2018-06-13,0,1,4.25,5.0,8,6,1,3,5,1.24
2018-06-18,0,0,4.08,7.1,4,2,2,1,13,1.18
2018-06-24,0,0,4.06,5.0,8,2,1,2,7,1.23
2018-06-29,0,1,4.71,1.2,7,7,3,2,2,1.31
2018-07-01,1,0,4.66,1.0,0,0,0,1,1,1.31
2018-07-06,0,0,4.62,2.2,5,1,0,2,2,1.35
2018-07-12,1,0,4.58,6.2,5,3,1,1,7,1.32
2018-07-22,0,1,4.69,5.1,8,4,0,0,9,1.33
2018-07-27,0,1,4.85,6.0,6,5,2,2,12,1.33
2018-08-02,0,0,4.75,6.0,4,2,1,0,7,1.29
2018-08-07,1,0,4.51,6.0,5,0,0,1,6,1.28
2018-08-14,0,0,4.37,6.0,3,1,1,1,6,1.25
2018-08-19,0,1,4.66,3.2,8,6,0,1,5,1.28
2018-08-25,0,0,4.76,6.2,7,5,2,3,4,1.29
2018-08-31,0,0,4.66,5.0,5,1,1,3,6,1.3
2018-09-05,0,1,4.66,4.0,3,2,0,2,4,1.3
2018-09-11,0,1,4.64,4.1,3,2,1,3,1,1.31
2018-09-16,0,1,4.67,5.0,4,3,1,1,8,1.3
2018-09-21,0,0,4.58,5.0,4,1,0,1,4,1.29
2018-09-26,0,1,4.77,4.2,6,6,1,3,3,1.3
2019-03-30,0,0,7.71,4.2,8,4,1,1,4,1.93
2019-04-05,1,0,6.52,5.0,9,3,2,1,4,1.97
2019-04-10,0,1,9.45,3.2,7,7,0,3,6,2.18
2019-04-16,1,0,8.35,5.0,7,3,2,3,2,2.13
2019-05-28,1,0,7.71,5.0,3,3,2,2,6,1.89
2019-06-02,0,0,6.14,6.0,3,0,0,0,9,1.6
2019-06-08,1,0,4.93,9.0,6,1,0,0,6,1.38
2019-06-14,0,0,5.0,6.2,8,4,3,2,6,1.4
2019-06-20,0,1,5.54,5.1,7,6,2,3,2,1.45
2019-06-26,0,0,5.63,5.2,9,4,2,3,3,1.52
2019-07-03,0,1,5.84,5.2,5,5,2,1,4,1.48
2019-07-12,0,1,5.81,5.0,6,3,0,2,2,1.49
2019-07-17,0,0,5.74,2.1,0,1,0,4,4,1.49
2019-07-20,0,0,5.7,2.0,3,1,0,1,1,1.51
2019-07-23,0,0,5.42,3.2,0,0,0,1,5,1.45
2019-07-28,0,0,5.28,2.0,1,0,0,0,2,1.42
2019-07-30,0,0,5.45,1.0,2,2,2,0,2,1.43
2019-08-02,0,0,5.38,1.0,1,0,0,0,1,1.42
2019-08-03,0,0,5.24,2.0,2,0,0,0,4,1.41
2019-08-08,0,0,5.16,3.0,3,1,1,3,3,1.43
2019-08-11,0,0,5.36,0.1,3,2,0,2,0,1.49
2019-08-14,0,0,5.29,1.0,0,0,0,0,2,1.47
2019-08-17,0,1,5.42,1.1,3,2,0,1,1,1.49
2019-08-23,0,1,5.38,2.1,4,1,0,2,4,1.52
2019-09-04,0,0,5.36,0.1,0,0,0,0,0,1.52
2019-09-05,0,0,5.34,0.1,0,0,0,1,1,1.52
2019-09-07,0,0,5.28,1.0,0,0,0,1,1,1.52
2019-09-09,0,0,5.52,1.0,2,3,1,1,0,1.53
2019-09-26,0,0,5.46,1.0,0,0,0,0,2,1.52
2019-09-28,0,0,5.38,1.1,1,0,0,1,2,1.52
2020-07-26,0,0,5.4,3.1,2,2,1,1,2,0.9
2020-08-06,0,0,6.75,2.0,2,2,1,0,2,0.94
2020-08-10,0,0,15.88,0.1,6,6,1,0,0,1.94
2020-09-22,1,0,9.28,5.0,4,1,0,3,8,1.69
2020-09-27,1,0,6.89,5.0,4,1,1,2,5,1.53
2021-04-05,1,0,0.0,5.0,2,0,0,4,4,1.2
2021-04-11,1,0,3.27,6.0,7,4,1,3,7,1.45
